Time,1415708836,1415750575,1415828874,1415846672,1415857541,1415917418,1415954803,1416030114,1416060080,1462681495,1473080825,1473133303,1476927583,1477936479,1487789965,1488601253
96300,0.0375,0.040625,0.03125,0.0375,0.0375,0.00625,0.11875,0.003125,0.125,0.028125,0.025,0.028125,0.046875,0.0375,0.00625,0.0125
96600,0.021875,0.03125,0.040625,0.0375,0.021875,0.040625,0.125,0.021875,0.075,0.05,0.04375,0.0125,0.0625,0.065625,0.00625,0.028125
96900,0.08125,0.01875,0.05,0.015625,0.025,0.015625,0.090625,0.059375,0.021875,0.0375,0.034375,0.059375,0.1,0.1125,0.00625,0.009375
97200,0.0625,0.025,0.00625,0.01875,0.040625,0.084375,0.0625,0.09375,0.084375,0.065625,0.015625,0.053125,0.03125,0.05,0.00625,0.009375
97500,0.05,0.04375,0.021875,0.0625,0.015625,0.125,0.025,0.0875,0.025,0.021875,0.034375,0.0625,0.025,0.0125,0.00625,0.065625
97800,0.059375,0.078125,0.025,0.046875,0.009375,0.046875,0.009375,0.05625,0.115625,0.01875,0.015625,0.01875,0.025,0.11875,0.08125,0.065625
98100,0.06875,0.015625,0.053125,0.0375,0.115625,0.028125,0.06875,0.05625,0.034375,0.01875,0.009375,0.040625,0.028125,0.040625,0.05625,0.1125
98400,0.01875,0.009375,0.10625,0.015625,0.04375,0.01875,0.05625,0.009375,0.071875,0.078125,0.03125,0.03125,0.040625,0.0625,0.059375,0.03125
98700,0.028125,0.034375,0.078125,0.0375,0.03125,0.065625,0.0125,0.01875,0.059375,0.05,0.034375,0.065625,0.01875,0.059375,0.05,0.003125
99000,0.034375,0.040625,0.059375,0.021875,0.04375,0.009375,0.05,0.040625,0.009375,0.096875,0.028125,0.059375,0.015625,0.0625,0.040625,0.10625
99300,0.0375,0.03125,0.065625,0.009375,0.034375,0.025,0.05,0.003125,0.0375,0.05,0.04375,0.0375,0.034375,0.096875,0.04375,0.08125
99600,0.03125,0.0125,0.09375,0.025,0.08125,0.090625,0.109375,0.015625,0.034375,0.034375,0.06875,0.01875,0.053125,0.10625,0.040625,0.096875
99900,0.009375,0.084375,0.065625,0.071875,0.103125,0.03125,0.03125,0.034375,0.0875,0.053125,0.05,0.053125,0.04375,0.034375,0.1,0.009375
100200,0.04375,0.03125,0.090625,0.015625,0.009375,0.028125,0.034375,0.05,0.04375,0.03125,0.059375,0.1,0.059375,0.08125,0.021875,0.009375
100500,0.034375,0.084375,0.04375,0.040625,0.01875,0.075,0.053125,0.003125,0.0125,0.0625,0.10625,0.00625,0.05,0.059375,0.05625,0.009375
100800,0.040625,0.040625,0.021875,0.021875,0.034375,0.1125,0.1,0.0375,0.03125,0.04375,0.01875,0.090625,0.04375,0.08125,0.0125,0.009375
101100,0.021875,0.040625,0.053125,0.01875,0.04375,0.096875,0.009375,0.065625,0.053125,0.09375,0.028125,0.053125,0.03125,0.08125,0.0375,0.009375
101400,0.0375,0.109375,0.065625,0.034375,0.06875,0.071875,0.05,0.03125,0.053125,0.053125,0.04375,0.0875,0.040625,0.071875,0.009375,0.009375
101700,0.01875,0.028125,0.01875,0.03125,0.059375,0.034375,0.08125,0.04375,0.046875,0.075,0.125,0.04375,0.003125,0.015625,0.003125,0.009375
102000,0.05625,0.034375,0.06875,0.09375,0.05,0.078125,0.025,0.05625,0.04375,0.078125,0.10625,0.10625,0.075,0.021875,0.015625,0.003125
102300,0.0125,0.034375,0.0375,0.09375,0.096875,0.00625,0.028125,0.084375,0.0125,0.0125,0.1125,0.05,0.028125,0.0375,0.015625,0.003125
102600,0.01875,0.009375,0.1,0.01875,0.01875,0.04375,0.05,0.0125,0.03125,0.021875,0.0375,0.084375,0.0125,0.125,0.015625,0.003125
102900,0.03125,0.021875,0.109375,0.05,0.028125,0.059375,0.090625,0.05,0.065625,0.0375,0.028125,0.10625,0.01875,0.0125,0.003125,0.065625
103200,0.034375,0.034375,0.03125,0.034375,0.109375,0.10625,0.015625,0.078125,0.03125,0.059375,0.015625,0.025,0.04375,0.1,,0.05625
103500,0.009375,0.003125,0.0625,0.0375,0.0625,0.090625,0.015625,0.009375,0.075,0.009375,0.025,0.04375,0.021875,0.009375,0.003125,0.1125
103800,0.015625,0.053125,0.00625,0.0375,0.04375,0.025,0.046875,0.034375,0.04375,0.015625,0.03125,0.096875,0.05625,0.009375,0.00625,0.03125
104100,0.025,0.021875,0.01875,0.028125,0.125,0.015625,0.015625,0.06875,0.040625,0.034375,0.05625,0.071875,0.01875,0.009375,0.034375,0.03125
104400,0.06875,0.015625,0.1,0.021875,0.00625,0.003125,0.034375,0.0125,0.1,0.05625,0.090625,0.0625,0.028125,0.028125,0.10625,0.096875
104700,0.05,0.09375,0.115625,0.040625,0.003125,0.09375,0.065625,0.028125,0.05,0.01875,0.096875,0.103125,0.015625,0.015625,0.08125,0.096875
105000,0.0375,0.01875,0.078125,0.0375,,0.071875,0.034375,0.00625,0.0125,0.04375,0.015625,0.125,0.025,0.06875,0.05625,0.109375
105300,0.009375,0.01875,0.125,0.021875,0.009375,0.06875,0.10625,0.040625,0.01875,0.0375,0.015625,0.1125,0.0875,0.0625,0.01875,0.08125
105600,0.034375,0.034375,0.0625,0.015625,0.009375,0.015625,0.009375,0.021875,0.0375,0.04375,0.021875,0.0875,0.0125,0.096875,0.1,0.08125
105900,0.03125,0.04375,0.10625,0.05,0.0125,0.021875,0.078125,0.090625,0.078125,0.0125,0.0375,0.03125,0.01875,0.046875,0.028125,0.08125
106200,0.040625,0.115625,0.078125,0.009375,0.03125,0.03125,0.003125,0.078125,0.06875,0.08125,0.05625,0.00625,0.040625,0.021875,0.078125,0.08125
106500,0.009375,0.028125,0.090625,0.025,0.05625,0.01875,0.00625,0.06875,0.009375,0.121875,0.003125,0.00625,0.028125,0.090625,0.003125,0.08125
106800,0.021875,0.0375,0.0625,0.009375,0.0125,0.04375,0.065625,0.021875,0.059375,0.11875,0.01875,0.028125,0.05,0.1,0.003125,0.08125
107100,0.003125,0.05,0.034375,0.015625,0.015625,0.04375,0.015625,0.015625,0.00625,0.04375,0.040625,0.009375,0.009375,0.03125,0.103125,0.0875
107400,0.021875,0.05,0.01875,0.0125,0.009375,0.103125,0.01875,0.046875,0.003125,0.0375,0.084375,0.065625,0.00625,0.075,0.096875,0.0875
107700,0.053125,0.05,0.109375,0.01875,0.0375,0.10625,0.009375,0.053125,0.009375,0.11875,0.103125,0.0125,0.0625,0.0125,0.0875,0.1
108000,0.01875,0.046875,0.0375,0.03125,0.03125,0.1,0.046875,0.084375,0.028125,0.01875,0.009375,0.05,0.125,0.03125,0.025,0.125
108300,0.053125,0.040625,0.1,0.021875,0.015625,0.015625,0.04375,0.071875,0.01875,0.021875,0.00625,0.06875,0.015625,0.009375,0.065625,0.03125
108600,0.059375,0.01875,0.00625,0.01875,0.06875,0.034375,0.040625,0.03125,0.01875,0.021875,0.0375,0.05625,0.015625,0.021875,0.125,0.096875
108900,0.0375,0.0375,0.00625,0.04375,0.025,0.025,0.009375,0.015625,0.034375,0.03125,0.025,0.040625,0.00625,0.03125,0.0125,0.096875
109200,0.05625,0.053125,0.009375,0.0125,0.0375,0.009375,0.028125,0.025,0.01875,0.015625,0.046875,0.00625,0.01875,0.028125,0.0125,0.003125
109500,0.05625,0.04375,0.00625,0.0125,0.040625,0.009375,0.028125,0.025,0.028125,0.01875,0.009375,0.0125,0.015625,0.034375,0.00625,0.003125
109800,0.05,0.009375,0.003125,0.034375,0.03125,0.065625,0.025,0.025,0.015625,0.0125,0.00625,0.021875,0.028125,0.0375,0.00625,0.1
110100,0.00625,0.025,0.015625,0.009375,0.01875,0.040625,0.028125,0.015625,0.03125,0.021875,0.00625,0.01875,0.03125,0.05,0.00625,0.05
110400,0.028125,0.009375,0.015625,0.028125,0.01875,0.034375,0.009375,0.025,0.034375,0.03125,0.028125,0.03125,0.021875,0.025,0.00625,0.046875
110700,0.0375,0.05625,0.1,0.084375,0.0125,0.025,0.009375,0.025,0.0125,0.028125,0.040625,0.01875,0.040625,0.04375,0.028125,0.046875
111000,0.025,0.009375,0.05625,0.021875,0.01875,0.034375,0.015625,0.03125,0.021875,0.040625,0.025,0.025,0.03125,0.015625,0.003125,0.04375
111300,0.05,0.0375,0.015625,0.021875,0.059375,0.0625,0.034375,0.034375,0.0375,0.034375,0.025,0.021875,0.021875,0.028125,0.003125,0.0375
111600,0.040625,0.03125,0.009375,0.071875,0.01875,0.059375,0.05,0.034375,0.009375,0.025,0.028125,0.040625,0.03125,0.0375,0.003125,0.0375
111900,0.04375,0.028125,0.0125,0.125,0.015625,0.046875,0.0375,0.03125,0.065625,0.028125,0.03125,0.01875,0.0375,0.078125,0.003125,0.0375
112200,0.025,0.053125,0.009375,0.053125,0.0375,0.04375,0.040625,0.034375,0.065625,0.03125,0.03125,0.034375,0.021875,0.034375,0.003125,0.0375
