Time,1415708836,1415750575,1415828874,1415846672,1415857541,1415917418,1415954803,1416030114,1416060080,1462681495,1473080825,1473133303,1476927583,1477936479,1487789965,1488601253
90300,0.08125,0.01875,0.10625,0.01875,0.021875,0.046875,0.021875,0.125,0.034375,0.021875,0.021875,0.0125,0.090625,0.04375,0.0125,0.06875
90600,0.0625,0.015625,0.028125,0.003125,0.04375,0.021875,0.0375,0.09375,0.01875,0.0125,0.015625,0.021875,0.103125,0.04375,0.028125,0.06875
90900,0.015625,0.04375,0.065625,0.03125,0.0375,0.1,0.040625,0.05625,0.03125,0.08125,0.028125,0.0875,0.034375,0.028125,0.103125,0.06875
91200,0.03125,0.040625,0.0875,0.028125,0.021875,0.040625,0.025,0.115625,0.028125,0.05,0.021875,0.028125,0.065625,0.053125,0.10625,0.06875
91500,0.06875,0.034375,0.009375,0.03125,0.025,0.0875,0.025,0.065625,0.0375,0.075,0.03125,0.034375,0.0625,0.009375,0.1,0.06875
91800,0.01875,0.025,0.01875,0.0125,0.059375,0.05625,0.025,0.03125,0.0375,0.0875,0.028125,0.025,0.015625,0.040625,0.059375,0.06875
92100,0.021875,0.03125,0.009375,0.040625,0.053125,0.071875,0.053125,0.01875,0.0375,0.003125,0.028125,0.03125,0.04375,0.078125,0.015625,0.06875
92400,0.034375,0.0375,0.071875,0.028125,0.03125,0.065625,0.021875,0.03125,0.034375,0.090625,0.028125,0.05625,0.05,0.021875,0.103125,0.06875
92700,0.0625,0.109375,0.021875,0.046875,0.00625,0.021875,0.053125,0.03125,0.040625,0.03125,0.021875,0.046875,0.028125,0.071875,0.1125,0.06875
93000,0.03125,0.1125,0.021875,0.015625,0.06875,0.05,0.040625,0.046875,0.01875,0.115625,0.025,0.046875,0.025,0.109375,0.003125,0.06875
93300,0.003125,0.121875,0.059375,0.025,0.078125,0.109375,0.034375,0.046875,0.015625,0.040625,0.03125,0.034375,0.025,0.01875,0.01875,0.06875
93600,0.03125,0.078125,0.065625,0.01875,0.078125,0.03125,0.00625,0.046875,0.025,0.034375,0.021875,0.071875,0.040625,0.003125,0.03125,0.06875
93900,0.021875,0.103125,0.009375,0.03125,0.09375,0.05,0.03125,0.021875,0.021875,0.034375,0.034375,0.053125,0.015625,0.00625,0.003125,0.06875
94200,0.028125,0.021875,0.009375,0.034375,0.1,0.053125,0.021875,0.009375,0.025,0.053125,0.025,0.021875,0.015625,0.103125,0.009375,0.071875
94500,0.05,0.1125,0.021875,0.046875,0.09375,0.025,0.03125,0.025,0.04375,0.08125,0.028125,0.0625,0.015625,0.059375,0.009375,0.103125
94800,0.025,0.03125,0.0375,0.0125,0.040625,0.021875,0.025,0.065625,0.025,0.00625,0.0375,0.028125,0.015625,0.0125,0.009375,0.04375
95100,0.125,0.046875,0.015625,0.03125,0.015625,0.0375,0.053125,0.103125,0.015625,0.034375,0.0375,0.05,0.009375,0.1125,0.00625,0.05
95400,0.028125,0.015625,0.009375,0.0375,0.015625,0.096875,0.065625,0.003125,0.03125,0.025,0.025,0.053125,0.05625,0.040625,0.00625,0.05
95700,0.06875,0.015625,0.015625,0.0125,0.028125,0.065625,0.00625,0.021875,0.05,0.06875,0.021875,0.053125,0.0125,0.078125,0.021875,0.05
96000,0.01875,0.01875,0.084375,0.009375,0.065625,0.00625,0.075,0.01875,0.021875,0.0375,0.046875,0.015625,0.06875,0.090625,0.021875,0.0125
