#group,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
#default,_result,,,,,,,,,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,device_id,Chipset2_Temp,Chipset_Temp,Cpu1_Temp,Cpu2_Temp,FAN1,FAN2,FAN3,FAN4,IO_Outlet_Temp,Inlet_Temp,Outlet_Temp,PSU1_CIN,PSU1_FAN,PSU1_Inlet,PSU1_Total_Power,PSU1_VIN,PSU2_CIN,PSU2_FAN,PSU2_Inlet,PSU2_Total_Power,PSU2_VIN
,,0,2023-06-10T10:29:00.755133549Z,2023-07-31T10:29:00.755133549Z,2023-07-31T08:52:35Z,sdgp,bmc,43,40.5,39.5,39,3823,3853,3856,3846,39,35,33.5,0.54,5368,29,120,228.25,0.54,4528,25,120,228.5
,,0,2023-06-10T10:29:00.755133549Z,2023-07-31T10:29:00.755133549Z,2023-07-31T08:52:45Z,sdgp,bmc,43,40.5,39.5,39,3824,3852,3850,3849,39,35,33.5,0.54,5336,29,120,228.5,0.54,4560,25,120,228.5
,,0,2023-06-10T10:29:00.755133549Z,2023-07-31T10:29:00.755133549Z,2023-07-31T08:52:57Z,sdgp,bmc,42.5,40.5,39.5,39,3824,3855,3852,3845,39,35,33.5,0.65,5336,29,145,227.75,0.69,4528,25,155,227.75
,,0,2023-06-10T10:29:00.755133549Z,2023-07-31T10:29:00.755133549Z,2023-07-31T08:53:07Z,sdgp,bmc,42.5,40.5,40,39.5,3825,3854,3851,3849,39,35,34,0.66,5368,29,146,228,0.69,4528,25,154,228
,,0,2023-06-10T10:29:00.755133549Z,2023-07-31T10:29:00.755133549Z,2023-07-31T08:53:18Z,sdgp,bmc,42.5,40.5,40,39.5,3825,3856,3849,3847,39,34.5,34,0.65,5336,29,146,228.25,0.69,4528,25,153,228.5
,,0,2023-06-10T10:29:00.755133549Z,2023-07-31T10:29:00.755133549Z,2023-07-31T08:53:30Z,sdgp,bmc,43,40.5,40.5,40,3825,3854,3854,3846,39,35,34,0.66,5336,29,146,228.75,0.69,4528,25,154,228.75
,,0,2023-06-10T10:29:00.755133549Z,2023-07-31T10:29:00.755133549Z,2023-07-31T08:53:42Z,sdgp,bmc,43,40.5,40.5,40.5,3825,3853,3849,3844,39,35,34,0.65,5336,29,146,228.25,0.69,4528,25,154,228.25
,,0,2023-06-10T10:29:00.755133549Z,2023-07-31T10:29:00.755133549Z,2023-07-31T08:53:53Z,sdgp,bmc,43.5,40.5,41,40.5,3826,3854,3850,3850,39,35.5,34,0.66,5544,29,147,228.5,0.69,4528,25,154,228.25
,,0,2023-06-10T10:29:00.755133549Z,2023-07-31T10:29:00.755133549Z,2023-07-31T08:54:04Z,sdgp,bmc,43.5,40.5,41.5,41,3824,3856,3850,3847,39,35.5,34,0.66,5544,29,147,228.25,0.69,4528,25,154,228
,,0,2023-06-10T10:29:00.755133549Z,2023-07-31T10:29:00.755133549Z,2023-07-31T08:54:15Z,sdgp,bmc,43.5,41,41.5,41.5,3825,3852,3847,3847,39,35,34,0.66,5544,29,147,228.75,0.69,4584,25,154,228.75
,,0,2023-06-10T10:29:00.755133549Z,2023-07-31T10:29:00.755133549Z,2023-07-31T08:54:25Z,sdgp,bmc,43.5,41,41.5,41.5,3827,3854,3848,3844,39,35.5,34,0.66,5520,29,147,228.75,0.69,4616,25,155,228.25
,,0,2023-06-10T10:29:00.755133549Z,2023-07-31T10:29:00.755133549Z,2023-07-31T08:54:36Z,sdgp,bmc,43,41,42,42,3826,3853,3851,3846,39,35.5,34,0.66,5520,29,147,228,0.69,4616,25,155,228.25
,,0,2023-06-10T10:29:00.755133549Z,2023-07-31T10:29:00.755133549Z,2023-07-31T08:54:47Z,sdgp,bmc,44,41,42,42,3825,3858,3851,3843,39,35.5,34,0.66,5520,29,147,228,0.7,4648,25,155,227.75
