#group,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
#default,_result,,,,,,,,,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,device_id,Chipset2_Temp,Chipset_Temp,Cpu1_Temp,Cpu2_Temp,FAN1,FAN2,FAN3,FAN4,IO_Outlet_Temp,Inlet_Temp,Outlet_Temp,PSU1_CIN,PSU1_FAN,PSU1_Inlet,PSU1_Total_Power,PSU1_VIN,PSU2_CIN,PSU2_FAN,PSU2_Inlet,PSU2_Total_Power,PSU2_VIN
,,0,2023-08-02T12:35:36.000599078Z,2023-09-22T12:35:36.000599078Z,2023-09-22T12:07:05Z,sdgp,bmc,49.5,48.5,47.5,46,1671,1695,1681,1692,42.5,42.5,38.5,0.53,6504,36,120,230.75,0.58,5368,29,130,230.75
,,0,2023-08-02T12:35:36.000599078Z,2023-09-22T12:35:36.000599078Z,2023-09-22T12:07:17Z,sdgp,bmc,49.5,48.5,47.5,46,1702,1700,1688,1696,42.5,42.5,38.5,0.53,6536,36,122,231.25,0.57,5336,29,129,231.25
,,0,2023-08-02T12:35:36.000599078Z,2023-09-22T12:35:36.000599078Z,2023-09-22T12:07:28Z,sdgp,bmc,50,48.5,47.5,46.5,1674,1700,1694,1701,42.5,42.5,38.5,0.53,6536,36,120,231,0.57,5336,29,129,231.25
,,0,2023-08-02T12:35:36.000599078Z,2023-09-22T12:35:36.000599078Z,2023-09-22T12:07:39Z,sdgp,bmc,50,49,47.5,46.5,1697,1693,1689,1687,42.5,42.5,39,0.53,6536,36,121,231,0.57,5336,29,128,231.25
,,0,2023-08-02T12:35:36.000599078Z,2023-09-22T12:35:36.000599078Z,2023-09-22T12:07:50Z,sdgp,bmc,50,49,48,46.5,1703,1701,1680,1685,42.5,42.5,39,0.53,6536,36,121,231,0.57,5336,29,128,231.25
,,0,2023-08-02T12:35:36.000599078Z,2023-09-22T12:35:36.000599078Z,2023-09-22T12:08:01Z,sdgp,bmc,50,49,48,46.5,1700,1681,1693,1698,42.5,42.5,39,0.53,6536,36,120,231,0.56,5368,29,128,231
,,0,2023-08-02T12:35:36.000599078Z,2023-09-22T12:35:36.000599078Z,2023-09-22T12:08:12Z,sdgp,bmc,50.5,49,48,46.5,1671,1694,1689,1680,43,42.5,39,0.53,6536,36,121,230.75,0.56,5368,29,127,231.25
,,0,2023-08-02T12:35:36.000599078Z,2023-09-22T12:35:36.000599078Z,2023-09-22T12:08:24Z,sdgp,bmc,50.5,49,48,46.5,1703,1697,1690,1683,43,42.5,39,0.53,6536,36,121,230.75,0.56,5336,29,127,230.75
,,0,2023-08-02T12:35:36.000599078Z,2023-09-22T12:35:36.000599078Z,2023-09-22T12:08:36Z,sdgp,bmc,50.5,49.5,48,46.5,1671,1695,1683,1683,43,42.5,39,0.54,6536,36,122,230.75,0.56,5368,29,127,230.5
,,0,2023-08-02T12:35:36.000599078Z,2023-09-22T12:35:36.000599078Z,2023-09-22T12:08:48Z,sdgp,bmc,50.5,49.5,48.5,46.5,1698,1686,1691,1694,43,42.5,39.5,0.54,6688,36,122,231,0.56,5336,29,127,231.25
