#group,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
#default,_result,,,,,,,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,device_id,Chipset2_Temp,Chipset_Temp,Cpu1_Temp,Cpu2_Temp,FAN1,FAN2,FAN3,FAN4,IO_Outlet_Temp,Inlet_Temp,Outlet_Temp,PSU1_FAN,PSU1_Inlet,PSU1_Total_Power,PSU1_VIN,PSU2_FAN,PSU2_Inlet,PSU2_Total_Power,PSU2_VIN
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:02:33Z,sdgp,bmc,55,51,49.5,45.5,1698,1702,1702,1685,48,40.5,41.5,6720,33,119,229.75,5096,26,127,230.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:02:56Z,sdgp,bmc,55,51,50,45.5,1678,1692,1692,1694,48,40.5,41.5,6744,33,118,229.75,5096,26,125,230.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:03:26Z,sdgp,bmc,55,51,49.5,45.5,1696,1689,1699,1697,48,40.5,41.5,6744,33,117,229.75,5064,26,124,230
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:04:09Z,sdgp,bmc,55,51,49,45.5,1673,1698,1690,1702,48,40.5,41.5,6720,33,118,230.25,5096,26,124,230.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:04:32Z,sdgp,bmc,55,51,49.5,45,1675,1691,1687,1694,48,40.5,41.5,6720,33,119,230.25,5096,26,125,230.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:04:55Z,sdgp,bmc,55,51,49,45,1702,1700,1695,1682,47.5,40.5,41.5,6720,33,122,230.25,5096,26,121,230.5
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:05:18Z,sdgp,bmc,55,51.5,49.5,45,1703,1700,1686,1682,47.5,40.5,41.5,6720,33,121,230.25,5096,26,121,230
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:05:42Z,sdgp,bmc,55,51,49.5,45,1705,1696,1693,1686,47.5,40.5,41.5,6688,33,121,230.25,5096,26,121,230.5
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:06:05Z,sdgp,bmc,54.5,51.5,49,45,1706,1697,1694,1695,47.5,40.5,41.5,6720,33,121,230,5096,26,121,230.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:06:28Z,sdgp,bmc,54.5,51,49,45,1675,1703,1689,1680,47.5,40.5,41,6720,33,122,229.75,5064,26,121,230
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:06:50Z,sdgp,bmc,54.5,51,49.5,45,1704,1692,1693,1694,47.5,40.5,41.5,6688,33,121,230.25,5064,26,122,230.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:07:15Z,sdgp,bmc,54.5,51,49,45,1699,1687,1702,1697,47.5,40.5,41,6720,33,121,230.25,5064,26,120,230.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:07:38Z,sdgp,bmc,54.5,51,49,45,1679,1696,1687,1685,47.5,40.5,41,6688,33,122,230,5064,26,122,230
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:08:01Z,sdgp,bmc,54.5,51,49,45,1710,1696,1693,1690,47.5,40.5,41,6720,33,121,229.75,5064,26,121,230.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:08:23Z,sdgp,bmc,54.5,51,49,45,1704,1691,1690,1686,47.5,40.5,41,6688,33,122,229.5,5064,26,122,229.5
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:08:47Z,sdgp,bmc,54.5,51,49,45,1705,1691,1700,1692,47.5,40.5,41,6720,33,122,229.5,5064,26,121,230
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:09:12Z,sdgp,bmc,54.5,51,49,45,1677,1699,1689,1695,47.5,40.5,41,6720,33,122,229.5,5064,26,121,230
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:09:59Z,sdgp,bmc,54.5,51,49,45,1675,1693,1689,1694,47.5,40.5,41,6688,33,121,229.5,5064,26,121,230
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:10:22Z,sdgp,bmc,54.5,50.5,49,45,1681,1706,1711,1693,47.5,40.5,41,6688,33,121,229.75,5096,26,121,230
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:10:45Z,sdgp,bmc,54.5,50.5,49,45,1705,1691,1683,1703,47.5,40.5,41,6720,33,121,229.75,5064,26,121,229.75
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:11:07Z,sdgp,bmc,54.5,51,49,45,1676,1691,1695,1685,47.5,40.5,41,6688,33,121,229.25,5096,26,120,229.5
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:11:30Z,sdgp,bmc,54.5,50.5,49,45,1702,1690,1686,1691,47.5,40.5,41,6720,33,121,229.5,5096,26,121,229.5
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:11:53Z,sdgp,bmc,54.5,50.5,49.5,45,1702,1695,1690,1702,47.5,40.5,41,6720,33,131,229.75,5096,26,144,229.75
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:12:26Z,sdgp,bmc,55,50.5,49.5,46,1701,1702,1699,1682,47,40.5,41,6688,33,152,230,5400,26,159,229.75
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:13:05Z,sdgp,bmc,54.5,51,50.5,47,1703,1703,1699,1682,47,41,41,6720,33,154,229.5,5336,26,160,229.5
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:13:29Z,sdgp,bmc,54.5,51,51,47.5,1682,1697,1682,1696,47.5,41,41,6688,34,153,229.25,5336,26,160,229.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:13:52Z,sdgp,bmc,54.5,51,51.5,48,1677,1692,1694,1687,47.5,41.5,41.5,6720,34,158,229.5,5368,26,165,229.75
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:14:15Z,sdgp,bmc,55,51.5,52.5,48.5,1701,1695,1700,1686,47.5,41.5,41.5,6960,34,162,229.25,5368,26,170,229.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:14:38Z,sdgp,bmc,55,51.5,53,49,1704,1706,1692,1685,47.5,41.5,41.5,6984,34,162,229.25,5368,26,169,229
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:15:01Z,sdgp,bmc,55,51.5,53.5,49.5,1698,1688,1697,1685,47.5,42,41.5,7168,34,163,229,5336,26,171,229
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:15:24Z,sdgp,bmc,55.5,51.5,54.5,50,1673,1706,1695,1693,47.5,42,41.5,7440,34,163,229.25,5368,26,171,229.5
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:15:47Z,sdgp,bmc,55.5,52,55,50.5,1700,1708,1689,1691,47.5,42,41.5,7616,34,164,229.25,5336,26,173,229.5
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:16:10Z,sdgp,bmc,56,52,55.5,51,1675,1694,1705,1690,47.5,42.5,42,7616,34,164,229.5,5336,26,173,229.5
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:16:33Z,sdgp,bmc,56,52,56,51,1701,1699,1683,1684,48,42.5,42,7888,34,165,229.25,5336,26,173,229
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:16:56Z,sdgp,bmc,56.5,52.5,56.5,51,1676,1694,1698,1691,48,43,42,8128,34,165,229.25,5368,26,173,229.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:17:19Z,sdgp,bmc,56.5,52.5,57,51.5,1678,1698,1701,1677,48,43,42,8128,34,165,228.75,5368,26,173,228.75
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:17:43Z,sdgp,bmc,57,52.5,57.5,51.5,1700,1700,1684,1691,48,43,42,8160,34,167,229.25,5336,26,175,229
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:18:06Z,sdgp,bmc,57,52.5,57.5,52,1706,1692,1688,1687,48.5,42.5,42.5,8336,34,167,229,5368,26,175,229.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:18:28Z,sdgp,bmc,57,53,58,52,1679,1696,1685,1696,48.5,43.5,42.5,8416,34,168,229.25,5368,26,176,229.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:18:52Z,sdgp,bmc,57.5,53,58.5,52.5,1671,1688,1691,1692,48.5,43,42.5,8608,34,169,229.5,5368,26,177,229.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:19:15Z,sdgp,bmc,57.5,53,59,53,1675,1691,1682,1687,48.5,43,42.5,8608,34,170,229.25,5368,26,178,229.5
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:19:38Z,sdgp,bmc,58,53.5,59,53,1709,1697,1702,1693,49,43,42.5,8784,34,170,229.25,5368,26,179,229.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:20:01Z,sdgp,bmc,58,53.5,59.5,53,1707,1700,1683,1683,49,43,42.5,8784,34,171,229.5,5368,26,179,229.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:20:53Z,sdgp,bmc,58.5,53.5,60,53.5,1703,1704,1692,1698,49,43.5,42.5,9056,34,171,229.25,5336,26,180,229.75
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:21:16Z,sdgp,bmc,58.5,54,60.5,54,1681,1704,1682,1700,49.5,43.5,43,9264,34,172,229.25,5336,26,179,229
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:21:39Z,sdgp,bmc,59,54.5,60.5,54,1675,1693,1696,1685,49.5,44,43,9504,34,171,229,5336,26,180,229.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:22:02Z,sdgp,bmc,59,54.5,61,54,1698,1691,1686,1696,49.5,44,43,9472,34,172,229.5,5368,26,180,229.5
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:22:25Z,sdgp,bmc,59.5,54,61,54,1704,1686,1689,1703,50,44,43,9504,34,171,229.25,5368,26,179,229.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:22:49Z,sdgp,bmc,59.5,54,61,54.5,1677,1708,1694,1684,50,44,43,9648,34,172,229.5,5336,26,179,229.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:23:11Z,sdgp,bmc,59.5,55,61.5,54.5,1674,1696,1702,1691,50,44,43,9776,34,172,229.5,5368,26,180,229.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:24:02Z,sdgp,bmc,60,55,61.5,54.5,1704,1705,1706,1681,50.5,44,43,9776,34,172,229.5,5336,26,180,229.25
,,0,2023-04-28T02:41:55.166659664Z,2023-04-28T04:21:55.166659664Z,2023-04-28T03:24:25Z,sdgp,bmc,60,54.5,62,55,1704,1694,1695,1705,50.5,44.5,43,9952,34,173,229.25,5368,26,180,229.5
