#group,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
#default,_result,,,,,,,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,device_id,Chipset2_Temp,Chipset_Temp,Cpu1_Temp,Cpu2_Temp,FAN1,FAN2,FAN3,FAN4,IO_Outlet_Temp,Inlet_Temp,Outlet_Temp,PSU1_FAN,PSU1_Inlet,PSU1_Total_Power,PSU1_VIN,PSU2_FAN,PSU2_Inlet,PSU2_Total_Power,PSU2_VIN
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:08:00Z,sdgp,bmc,49,46.5,49,47.5,5108,5147,5139,5134,44,38.5,38.5,6264,31,163,229.75,5064,27,171,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:08:23Z,sdgp,bmc,49.5,46,48.5,47.5,5592,5640,5626,5619,43.5,38.5,38.5,6240,31,164,229.25,5064,27,172,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:08:47Z,sdgp,bmc,48.5,46,48,47.5,5907,5955,5950,5931,43.5,38,38.5,6264,31,167,229.5,5064,27,174,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:09:09Z,sdgp,bmc,48.5,45.5,47.5,47,6227,6305,6388,6385,43.5,37.5,38.5,6264,31,168,229.25,4888,27,176,229.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:09:33Z,sdgp,bmc,48,45,47.5,46,6544,6593,6720,6747,43.5,37.5,38,6088,31,168,229,4888,27,177,229.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:09:56Z,sdgp,bmc,47.5,44.5,46,45.5,6861,6921,6905,6891,43,37,38,6088,30,169,229.25,4888,27,177,229.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:10:19Z,sdgp,bmc,47,44,45.5,45,7028,7084,7068,7058,42.5,37,38,6088,30,170,229.5,4616,27,178,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:10:47Z,sdgp,bmc,47,43.5,45,44,7024,7088,7071,7061,42.5,36.5,37.5,5816,30,169,229.5,4616,27,178,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:11:10Z,sdgp,bmc,46,43,44.5,43.5,7029,7084,7068,7060,42,36.5,37.5,5816,30,170,230,4648,27,178,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:11:33Z,sdgp,bmc,45.5,43,44,43.5,7024,7084,7061,7060,42,36,37.5,5784,30,170,229,4616,26,178,229.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:11:56Z,sdgp,bmc,45.5,42.5,43.5,43,7027,7083,7066,7060,41.5,36,37,5816,30,169,229.5,4528,26,177,229
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:12:22Z,sdgp,bmc,45,42.5,43.5,42.5,7026,7084,7071,7059,41.5,36,37,5520,30,170,229.75,4528,26,178,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:13:11Z,sdgp,bmc,44.5,42,43,42.5,6861,6918,6901,6888,41,36,36.5,5544,30,168,229.5,4528,26,177,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:13:35Z,sdgp,bmc,44.5,42,43.5,42.5,6720,6764,6755,6748,40.5,36,36.5,5520,30,169,230,4528,26,176,230
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:13:58Z,sdgp,bmc,44,42,43.5,42.5,6544,6597,6586,6573,40.5,36,36.5,5544,30,168,230,4528,26,176,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:14:20Z,sdgp,bmc,44,42,43,42.5,6544,6606,6528,6504,40.5,36,36,5520,30,167,229.5,4528,26,175,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:14:44Z,sdgp,bmc,44,42,43,42.5,6231,6284,6270,6253,40.5,36,36,5520,30,166,229.5,4528,26,175,229.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:15:07Z,sdgp,bmc,44,42,43,42.5,6105,6114,6110,6099,40.5,36,36,5520,30,166,229.75,4528,26,174,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:15:47Z,sdgp,bmc,44,42,43.5,42.5,6074,6124,6110,6099,40.5,36,36,5520,30,167,229.75,4560,26,175,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:16:19Z,sdgp,bmc,44,42,43.5,43,5750,5794,5775,5765,40.5,36.5,36,5520,30,166,229.5,4528,26,174,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:16:41Z,sdgp,bmc,44.5,42.5,43.5,43,5742,5792,5776,5769,40.5,36.5,36,5520,30,166,229.5,4528,26,174,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:17:05Z,sdgp,bmc,44.5,42,44.5,43.5,5595,5635,5626,5614,40.5,36.5,36,5520,30,166,229.5,4528,26,174,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:17:28Z,sdgp,bmc,44.5,42,44.5,43.5,5594,5638,5627,5614,40.5,36.5,36,5544,30,165,229.25,4528,26,174,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:17:51Z,sdgp,bmc,45,42,44,43.5,5593,5635,5626,5617,40.5,36.5,36,5544,30,166,230.25,4528,26,174,230.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:18:14Z,sdgp,bmc,45,42.5,44,44,5593,5639,5626,5616,40.5,36.5,36,5520,30,166,230,4528,26,173,230.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:18:37Z,sdgp,bmc,45,42.5,44.5,44,5594,5633,5624,5617,40.5,36.5,36,5544,30,168,230.25,4528,26,176,230.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:19:00Z,sdgp,bmc,45,42.5,44.5,44,5592,5640,5625,5615,40.5,36.5,36,5520,30,167,230,4528,26,175,230
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:19:23Z,sdgp,bmc,45,42.5,44.5,44,5593,5639,5625,5617,40.5,36.5,36,5544,30,166,229.5,4528,26,174,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:19:46Z,sdgp,bmc,45,42.5,44.5,44,5594,5639,5625,5616,41,36.5,36,5520,30,165,229.75,4528,26,174,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:20:09Z,sdgp,bmc,45.5,42.5,44.5,44,5594,5639,5624,5613,41,36.5,36,5520,30,165,229.5,4528,26,174,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:20:32Z,sdgp,bmc,45.5,42.5,45,44,5591,5639,5625,5617,41,37,36.5,5520,30,166,230,4528,26,174,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:20:55Z,sdgp,bmc,45.5,42.5,45,44.5,5594,5636,5627,5614,41,37,36.5,5520,30,167,230.25,4496,26,174,230.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:21:19Z,sdgp,bmc,45.5,42.5,45,44.5,5597,5639,5625,5614,41,37,36.5,5520,30,166,229.75,4528,26,174,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:21:42Z,sdgp,bmc,45.5,42.5,45.5,44.5,5594,5639,5626,5616,41,37,36.5,5520,30,167,229.75,4616,27,175,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:22:04Z,sdgp,bmc,45.5,43,45,44.5,5593,5635,5626,5612,41,37,36.5,5520,30,167,229.5,4584,27,175,229.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:22:28Z,sdgp,bmc,45.5,42.5,45,44.5,5590,5639,5626,5615,41,37,36.5,5544,30,166,229.75,4616,26,174,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:22:51Z,sdgp,bmc,45.5,43,45,44.5,5593,5632,5624,5612,41,37,36.5,5544,30,166,229.75,4616,27,175,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:23:14Z,sdgp,bmc,45.5,43,45.5,44.5,5591,5638,5625,5614,41,37,36.5,5784,30,167,229.75,4616,26,175,230
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:24:17Z,sdgp,bmc,45.5,43,45,44.5,5595,5638,5624,5615,41,37,36.5,5544,30,167,230,4584,26,175,230
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:24:40Z,sdgp,bmc,45.5,43,45,44.5,5594,5640,5627,5617,41,37,36.5,5728,30,167,230.25,4528,26,174,230.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:25:03Z,sdgp,bmc,45.5,43,45,44.5,5696,5768,5785,5773,41,37,36.5,5640,30,167,230,4584,26,175,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:25:26Z,sdgp,bmc,46,42.5,45,44.5,5742,5794,5779,5770,41,37,36.5,5520,30,167,229.5,4560,26,175,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:25:50Z,sdgp,bmc,45.5,43,45.5,44.5,5744,5794,5777,5771,41,36.5,36.5,5544,30,166,229.5,4528,26,174,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:26:12Z,sdgp,bmc,46,43,45,44.5,5742,5787,5779,5769,41,36.5,36.5,5520,30,167,229.75,4528,26,175,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:26:50Z,sdgp,bmc,45.5,43,45,44.5,5910,5960,5937,5930,41,36.5,36.5,5544,30,167,230,4528,26,175,230.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:27:28Z,sdgp,bmc,45.5,42.5,44.5,44,5910,5957,5948,5933,41,36.5,36.5,5544,30,167,230.25,4560,26,175,230.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:27:52Z,sdgp,bmc,45.5,42.5,45,44,5908,5957,5941,5936,41,36.5,36.5,5544,30,167,230.75,4560,26,176,230.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:28:14Z,sdgp,bmc,45.5,42.5,44.5,44,5908,5957,5949,5929,41,36.5,36.5,5544,30,167,230.75,4528,26,175,230.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:28:38Z,sdgp,bmc,45.5,42.5,44.5,44,5909,5962,5941,5931,41,36.5,36.5,5544,30,167,230.25,4528,26,175,230.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:29:01Z,sdgp,bmc,45.5,42.5,44.5,44,5910,5957,5946,5935,41,36.5,36.5,5544,30,167,230,4528,26,175,230
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:29:24Z,sdgp,bmc,45.5,42.5,44.5,44,5910,5957,5939,5933,41,36.5,36,5520,30,167,230.25,4528,26,175,230
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:29:47Z,sdgp,bmc,45,42.5,44,43.5,5908,5959,5938,5930,41,36.5,36,5544,30,167,230,4528,26,175,230
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:30:10Z,sdgp,bmc,45,42.5,44,43.5,5910,5959,5948,5933,41,36.5,36,5544,30,167,229.75,4528,26,175,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:30:33Z,sdgp,bmc,45,42.5,44,43.5,5743,5794,5780,5764,41,36.5,36,5544,30,167,230,4528,26,174,230
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:30:57Z,sdgp,bmc,45,42.5,44.5,43.5,5744,5791,5777,5764,41,36.5,36,5544,30,166,229.75,4528,26,174,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:31:20Z,sdgp,bmc,45,42.5,44.5,44,5741,5792,5779,5771,41,36.5,36,5520,30,166,229.5,4528,26,174,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:31:48Z,sdgp,bmc,45,42.5,44.5,44,5747,5794,5777,5768,41,36.5,36,5520,30,166,230,4560,26,175,230
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:32:10Z,sdgp,bmc,45,42.5,44.5,44,5744,5794,5779,5765,41,36.5,36,5520,30,166,230,4560,26,175,230
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:32:33Z,sdgp,bmc,45,42.5,45,44,5742,5791,5778,5771,41,36.5,36,5544,30,167,229.25,4528,26,175,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:32:56Z,sdgp,bmc,45.5,42.5,44.5,44,5743,5791,5780,5771,41,36.5,36,5544,30,166,229.5,4560,26,175,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:33:19Z,sdgp,bmc,45.5,42.5,44.5,44,5743,5792,5781,5771,41,36.5,36,5520,30,167,229.75,4528,26,175,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:33:41Z,sdgp,bmc,45,42.5,44.5,44,5747,5794,5781,5770,41,36.5,36,5544,30,167,230,4560,26,175,230
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:34:05Z,sdgp,bmc,45.5,42.5,44.5,44,5733,5794,5781,5770,41,36.5,36,5544,30,167,229.5,4528,26,174,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:34:30Z,sdgp,bmc,45.5,42.5,44.5,44,5744,5790,5776,5771,41,36.5,36,5544,30,167,230,4528,26,175,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:35:17Z,sdgp,bmc,45.5,42.5,44.5,44,5744,5794,5775,5771,41,36.5,36,5544,30,166,229.75,4528,26,175,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:35:40Z,sdgp,bmc,45.5,42.5,45,44,5745,5792,5778,5771,41,36.5,36,5520,30,166,230,4528,26,174,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:36:03Z,sdgp,bmc,45.5,42.5,45,44,5594,5638,5627,5616,41,36.5,36,5544,30,165,230,4528,26,173,230.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:36:26Z,sdgp,bmc,45.5,42.5,44.5,44,5591,5640,5623,5617,41,36.5,36.5,5520,30,165,229.75,4528,26,173,229.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:36:49Z,sdgp,bmc,45,42.5,44.5,44,5592,5642,5624,5612,41,36.5,36.5,5544,30,165,229.5,4528,26,172,229.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:37:13Z,sdgp,bmc,45,42.5,45,44,5593,5640,5627,5615,41,36.5,36.5,5544,30,164,230,4528,26,172,230.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:37:50Z,sdgp,bmc,45,42.5,45,44,5594,5639,5626,5614,41,36.5,36,5544,30,164,229.75,4528,26,171,230.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:38:24Z,sdgp,bmc,45.5,42.5,44.5,44,5427,5473,5457,5447,41,36.5,36,5520,30,163,230.25,4560,26,171,230.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:38:48Z,sdgp,bmc,45.5,42.5,44.5,44,5425,5471,5457,5449,41,36.5,36,5544,30,162,230.5,4560,26,170,230.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:39:10Z,sdgp,bmc,45.5,42.5,44.5,44,5426,5475,5457,5445,41,37,36.5,5544,30,160,230.75,4560,26,168,230.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:39:33Z,sdgp,bmc,45.5,42.5,44.5,44,5425,5468,5459,5447,41,37,36.5,5520,30,158,230.75,4584,26,166,230.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:39:56Z,sdgp,bmc,45.5,42.5,45,44,5257,5301,5293,5283,41,37,36.5,5544,30,156,230.5,4584,27,164,230.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:40:19Z,sdgp,bmc,45.5,42.5,44.5,44,5262,5300,5293,5291,41,37,36.5,5664,30,155,230.5,4584,27,162,230.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:40:42Z,sdgp,bmc,45.5,42.5,44.5,44,5261,5302,5291,5287,41,37,36.5,5664,30,154,230.75,4616,27,161,230.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:41:05Z,sdgp,bmc,45.5,43,44,44,5261,5302,5296,5289,41,37,36.5,5728,30,151,230.25,4616,27,158,230.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:41:28Z,sdgp,bmc,45.5,43,44.5,44,5107,5146,5141,5132,41,37,36.5,5784,30,146,230.75,4616,27,153,230.5
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:41:51Z,sdgp,bmc,45.5,43,44,44,5108,5144,5140,5132,41,37,36.5,5664,30,142,230.75,4616,27,149,231
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:42:15Z,sdgp,bmc,45.5,43,43.5,43.5,4791,4828,4821,4819,41,37,36.5,5520,30,135,230.75,4616,27,150,230.75
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:42:37Z,sdgp,bmc,45.5,43,43.5,43.5,4792,4830,4823,4821,41,37,36.5,5520,30,133,231,4616,27,148,231
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:43:01Z,sdgp,bmc,45.5,43,43.5,43,4627,4660,4655,4645,41,37,36.5,5544,30,131,231,4616,27,146,231
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:43:24Z,sdgp,bmc,45.5,43,43,43,4456,4480,4467,4364,41,37,36.5,5520,30,125,230.75,4616,27,140,231
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:43:47Z,sdgp,bmc,45.5,43,43,42.5,4306,4340,4338,4338,41,37,36.5,5544,30,124,230.75,4648,27,139,231
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:44:10Z,sdgp,bmc,45.5,43,43,42.5,3970,4004,3999,3991,41,37,36,5544,30,120,231.25,4616,27,134,231.25
,,0,2023-06-18T09:45:24.862912049Z,2023-06-19T09:45:24.862912049Z,2023-06-19T09:45:01Z,sdgp,bmc,46,43,43,42,3824,3830,3685,3674,41,37.5,36.5,5544,31,119,231,4616,27,128,231

#group,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,string,double,double,double,double,double,double
#default,_result,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
