#group,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#default,_result,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,device_id,Chipset2_Temp,Chipset_Temp,Cpu1_Temp,Cpu2_Temp,FAN1,FAN2,FAN3,FAN4,IO_Outlet_Temp,Inlet_Temp,Outlet_Temp,PSU1_FAN,PSU1_Inlet,PSU1_Total_Power,PSU1_VIN,PSU2_FAN,PSU2_Inlet,PSU2_Total_Power,PSU2_VIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:42:19Z,sdgp,host,5384400,10463832,220426645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,846009386,0,0.2,1164,842063926,531354385,0.33,1.01,0.89,3.79,5
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:42:25Z,sdgp,host,2901047,4853097,130953921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,6.06,2,21.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528292460,0,0.3,984,520215690,335494878,0.3,1.01,0.88,3.8,38
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:42:30Z,sdgp,host,132582,459466,10128171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70825844,0,0.7,348,66917258,22458599,0.28,1,0.86,3.8,6
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:42:36Z,sdgp,host,144564,475384,10301907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.99,0,13.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.35,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,10.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,76745837,0,1.2,578,71264349,23099596,0.26,1,0.85,3.81,6
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:42:41Z,sdgp,host,142044,570718,15991865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,30.61,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107934634,0,0.3,310,102801281,40407922,0.24,0.99,0.83,3.8,5
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:42:47Z,sdgp,host,6866415,13687784,332969763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,1498892062,3,0.3,1441,1501724503,818172113,0.22,0.99,0.82,3.8,3358
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:42:52Z,sdgp,host,16137286,32009193,758921096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.59,10.31,15,11.65,19.8,13.73,0,11.76,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4584831186,48,1.3,2512,4564499367,2143779963,0.28,0.99,0.82,3.88,22247
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:42:58Z,sdgp,host,11215257,22706071,564212844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.16,19.61,26.53,13.27,13,9.18,0,18.63,14.56,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3792898019,81,1.2,2036,3784353601,1684700812,0.58,1,0.87,3.87,22058
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:43:03Z,sdgp,host,10782932,22217083,547619892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.31,14.85,20.21,15.69,12.5,13.73,0,15.31,18.18,0,0.99,3,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,3856788415,51,2.1,2213,3848431086,1597527678,0.85,1.02,0.93,3.86,23423
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:43:09Z,sdgp,host,4114116,2657149,703776706,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,98,1,0,1,0.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006628752,1,0.3,652,1000079649,1694731706,0.95,1.02,0.94,3.86,7
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:43:14Z,sdgp,host,15609222,18304945,2045859416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.85,0,0,0,0,0,0,0,0,0,0,0.99,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.98,0,41.41,14.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,3878739905,7,1,19246,3860032555,4894638765,0.95,1.02,0.95,3.86,63
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:43:20Z,sdgp,host,8304994,13330821,611336038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1538176594,5,1.1,1341,1543114633,1467947197,0.96,1.02,0.95,3.86,1136
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:43:25Z,sdgp,host,3157616,6071532,154364703,0,0,3,1.98,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.71,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,2,598384921,0,0.3,825,600723991,363643890,0.96,1.02,0.95,3.86,516
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:43:30Z,sdgp,host,148153,467351,10450073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95406345,0,0.6,383,77754819,28360169,0.96,1.02,0.95,3.86,9
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:43:36Z,sdgp,host,520124,1011007,39127957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,14.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199564634,0,1.5,608,195442474,87521744,0.97,1.02,0.95,3.88,524
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:43:42Z,sdgp,host,553665,1163980,45585551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0.99,1.98,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239257527,0,0.3,620,235110334,107853837,0.97,1.02,0.95,3.88,527
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:43:47Z,sdgp,host,7156099,9253985,1027202914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1654319769,5,1.1,863,1643418500,2465524608,0.97,1.02,0.95,3.89,796
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:43:53Z,sdgp,host,14242951,15500825,1863815287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,39.39,0,0,21,0,1.98,1,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2944585009,1,0.8,936,2932183435,4484314536,0.98,1.02,0.95,3.89,170
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:43:58Z,sdgp,host,8063674,13758634,857966677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679415294,3,1.1,1482,1695021235,2034694181,0.98,1.02,0.95,3.89,1251
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:44:04Z,sdgp,host,9167576,6904988,1482155478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,6.06,0,0,0,1,0,55,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280658385,0,0.7,2751,2276866415,3569583901,0.98,1.02,0.96,3.9,6
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:44:09Z,sdgp,host,4463181,7032127,631777563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075892737,1,1.1,802,1080457306,1502457410,0.98,1.02,0.96,3.9,1008
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:44:14Z,sdgp,host,13447038,15463139,1890386297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.12,0.99,3.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3442329346,1,0.8,19286,3398267082,4516734962,0.98,1.02,0.96,3.88,60
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:44:20Z,sdgp,host,8293506,15401051,670151688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581551981,0,1.1,1076,1572514958,1603692405,0.99,1.02,0.96,3.88,797
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:44:25Z,sdgp,host,10691174,18223101,951338462,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2138522043,2,1,1042,2140984656,2279644629,1.07,1.02,0.98,3.9,2619
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:44:31Z,sdgp,host,8044874,4712861,1461378037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,1,0.99,0.99,0,1.98,0,50.5,12.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935100830,0,0.5,331,1919631499,3514288136,0.98,1.02,0.96,3.9,5
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:44:36Z,sdgp,host,4615808,6992812,680250275,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123235136,4,1.9,747,1127479207,1619145146,0.98,1.02,0.96,3.89,806
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:44:42Z,sdgp,host,9018012,6746039,1633046262,0,0,0,0,0,0,0,0.99,15.15,0,0.99,0,40.59,0,0.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191175550,0,0.7,333,2173603747,3928132416,0.98,1.02,0.96,3.9,6
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:44:47Z,sdgp,host,5354433,7931907,736527809,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.76,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287702359,4,1,1021,1278348343,1757982281,0.99,1.02,0.96,3.9,1238
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:44:53Z,sdgp,host,13824147,14689314,1761547865,0,0,0,0,0,0,0,1,0.99,0.99,0.99,1,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0.99,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2802031905,0,0.6,556,2788007442,4239525102,0.99,1.01,0.96,3.9,4
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:44:58Z,sdgp,host,10035444,16819175,1013191286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042266336,9,1,1121,2066229362,2414102059,0.99,1.01,0.97,3.89,1232
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:45:04Z,sdgp,host,23984613,51649121,2515957956,0,0,0,0,0,0,0,0,29.7,0.99,0,1.98,0,0,0,21.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04,13.54,5.88,4.08,5,10.78,0,5.21,6.06,0,0,0,0,0,0,0,0,0,4,1.01,4,2,3,1.02,3,3,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,7,0,0.99,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10068685619,249,0.3,19711,10064386393,5700059259,0.99,1.01,0.97,3.89,90831
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:45:09Z,sdgp,host,16529601,36413812,1672388968,0,0,0,0,1,0,0,1,45.54,0.99,0,1,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.17,18.63,12.12,13,9.28,15.05,13.13,10.53,0,0,0,0,0,0,0,0,20.2,0,0,0,0,0,0,0,0,0,1.01,2.97,2,2,0,3,4,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0,7587285220,165,1.4,7348,7565026071,3808069770,1.15,1.02,1,3.88,69558
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:45:15Z,sdgp,host,13905104,50661854,1296429011,6.19,1,1.98,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,6.93,8.08,0,0,0,0,0,0,0.99,0,0.99,1.01,5,6.93,6.8,2,0,0,0,0,9.9,8.91,7.84,4.95,2.02,3.03,2.04,4.08,0.99,0,0.99,0,0,1.98,0,0,26,0,0,0.99,0,0.99,0,0,0,0,8.16,12,6.32,13.59,0,11.11,10,11,12,62,3.92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.87,0,0,0,0,0,0,0,9243888389,127,1.5,18581,9209848766,2698070201,1.13,1.02,1,3.88,86847
,,1,2023-06-17T12:52:03.570302883Z,2023-06-17T13:52:03.570302883Z,2023-06-17T13:45:20Z,sdgp,host,10373247,51091312,802335148,0,0,19.61,0,0,0,0,0,0,0,0,0,0,10.42,0,0,27,0,0,0,0,0,0,0,13.13,0,0,0,0,0,0,0,0,13,15.31,11.11,0,0,1,1,0,1,1.98,2,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,4.95,1.01,2,5,1.98,0,4.95,4,0,3.03,3.96,3.03,3.96,4,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,24.75,0,14.14,0,0,0,0,0,0,48.48,0,0,0,8859371120,249,2.1,6083,8818044323,1425411522,1.28,1.03,1.03,3.91,92654
