#group,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
#default,_result,,,,,,,,,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,device_id,Chipset2_Temp,Chipset_Temp,Cpu1_Temp,Cpu2_Temp,FAN1,FAN2,FAN3,FAN4,IO_Outlet_Temp,Inlet_Temp,Outlet_Temp,PSU1_CIN,PSU1_FAN,PSU1_Inlet,PSU1_Total_Power,PSU1_VIN,PSU2_CIN,PSU2_FAN,PSU2_Inlet,PSU2_Total_Power,PSU2_VIN
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:06:23Z,sdgp,bmc,50.5,48.5,47,44.5,1698,1691,1691,1688,44,40,39,0.53,6536,33,119,227.75,0.56,5096,27,126,228
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:06:34Z,sdgp,bmc,51,48.5,47,44.5,1702,1695,1692,1692,44,40,39,0.53,6536,34,119,228.25,0.56,5064,27,126,228.25
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:06:46Z,sdgp,bmc,51,48,47,44.5,1700,1693,1687,1697,44,40,39,0.53,6536,34,119,228,0.57,5064,27,127,228.25
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:06:57Z,sdgp,bmc,51,48.5,47,44.5,1672,1699,1692,1684,44,40.5,39,0.53,6536,34,119,227.75,0.57,5064,27,127,227.75
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:07:07Z,sdgp,bmc,51,48,47,44.5,1705,1691,1690,1695,44,40.5,39,0.53,6536,34,119,228,0.57,5064,27,126,227.75
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:07:18Z,sdgp,bmc,51,48.5,47,44.5,1701,1695,1696,1683,44,40.5,39,0.53,6536,34,120,228,0.57,5064,27,127,227.75
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:07:29Z,sdgp,bmc,51,49,47,45,1673,1694,1694,1704,44,40.5,39,0.53,6536,34,119,228,0.57,5064,27,126,227.75
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:07:40Z,sdgp,bmc,51,49,47,45,1705,1688,1697,1697,44,41,39,0.53,6536,34,119,228.25,0.59,5064,27,130,228.25
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:07:50Z,sdgp,bmc,51,49,47.5,45,1672,1684,1699,1687,44.5,41,39,0.54,6536,34,121,228.25,0.58,5096,27,129,228.25
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:08:02Z,sdgp,bmc,51.5,49,47.5,45,1700,1694,1680,1687,44.5,41,39,0.53,6536,34,119,228.75,0.6,5096,27,133,228.5
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:08:13Z,sdgp,bmc,51.5,49,47.5,45,1703,1682,1689,1681,44.5,41,39,0.53,6536,34,119,228.25,0.6,5096,27,134,228.5
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:08:23Z,sdgp,bmc,51.5,49,47.5,45,1701,1684,1680,1695,44.5,41,39.5,0.53,6536,34,119,228.25,0.6,5064,27,134,228.25
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:08:34Z,sdgp,bmc,51.5,49.5,47.5,45,1672,1686,1689,1685,44.5,41,39.5,0.54,6536,34,120,228,0.6,5336,27,135,228.25
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:08:45Z,sdgp,bmc,51.5,49.5,48,45.5,1672,1680,1689,1687,44.5,41,39.5,0.53,6568,35,120,228.25,0.61,5336,27,135,228.5
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:08:56Z,sdgp,bmc,51.5,49.5,48,45.5,1696,1687,1690,1691,44.5,41,39.5,0.54,6536,34,123,228.5,0.61,5336,27,137,228.5
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:09:07Z,sdgp,bmc,52,49.5,48,45.5,1706,1686,1679,1689,44.5,41.5,39.5,0.54,6568,34,122,228.25,0.61,5368,27,137,228.25
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:09:18Z,sdgp,bmc,52,49.5,48,45.5,1672,1680,1688,1688,44.5,41.5,39.5,0.55,6504,35,122,228.75,0.61,5368,27,137,228.25
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:09:30Z,sdgp,bmc,52,49.5,48.5,45.5,1699,1676,1692,1689,44.5,41.5,39.5,0.55,6720,35,123,228,0.62,5336,27,138,228
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:09:41Z,sdgp,bmc,52,50,48.5,46,1706,1688,1690,1690,44.5,41.5,39.5,0.55,6720,35,123,227.75,0.62,5336,27,138,228
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:09:51Z,sdgp,bmc,52,50,48.5,46,1702,1696,1688,1685,44.5,41.5,39.5,0.55,6720,35,124,228,0.62,5368,27,138,228
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:10:02Z,sdgp,bmc,52,50,48.5,46,1674,1682,1689,1692,44.5,41.5,39.5,0.54,6720,35,121,228.5,0.61,5336,27,137,228.5
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:10:13Z,sdgp,bmc,52,50,49,46,1698,1695,1688,1684,44.5,41.5,40,0.55,6720,35,123,228.5,0.61,5368,27,137,228.75
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:10:24Z,sdgp,bmc,52.5,50,49,46,1698,1694,1686,1693,44.5,41.5,40,0.54,6720,35,122,228.75,0.61,5336,27,137,228.75
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:10:35Z,sdgp,bmc,52.5,50,49,46,1701,1682,1687,1697,44.5,42,40,0.55,6720,35,124,228.75,0.62,5336,27,139,228.5
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:10:47Z,sdgp,bmc,52.5,50.5,49,46.5,1698,1680,1696,1698,45,42,40,0.56,6720,35,126,228.5,0.64,5336,27,142,228.75
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:10:58Z,sdgp,bmc,52.5,50.5,49,46.5,1699,1683,1699,1697,45,42,40,0.57,6720,35,127,228.5,0.64,5368,27,143,228.5
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:11:09Z,sdgp,bmc,52.5,50.5,49.5,46.5,1701,1686,1684,1691,45,42,40,0.56,6720,35,125,228.75,0.62,5368,27,140,228.75
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:11:20Z,sdgp,bmc,52.5,50.5,49.5,46.5,1702,1689,1691,1679,45,42,40,0.55,6720,35,123,228.5,0.62,5336,27,139,228.5
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:11:31Z,sdgp,bmc,52.5,50.5,49.5,47,1673,1689,1687,1691,45,42,40,0.54,6720,35,123,229,0.61,5336,27,138,229
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:11:42Z,sdgp,bmc,53,50.5,49.5,47,1701,1689,1691,1679,45,42,40,0.55,6688,35,125,228.75,0.62,5336,27,140,228.75
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:11:53Z,sdgp,bmc,53,50.5,49.5,47,1703,1693,1693,1693,45,42,40,0.55,6720,35,124,228.5,0.62,5336,27,138,228.5
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:12:03Z,sdgp,bmc,53,51,49.5,47,1700,1691,1691,1703,45,42,40,0.54,6720,35,121,228.5,0.61,5368,27,136,228.75
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:12:15Z,sdgp,bmc,53,51,50,47,1672,1686,1693,1688,45,42,40.5,0.54,6720,35,122,228.75,0.61,5368,27,137,228.75
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:12:25Z,sdgp,bmc,53,51,50,47,1672,1680,1691,1682,45,42,40.5,0.54,6720,35,122,229,0.61,5368,27,136,229
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:12:36Z,sdgp,bmc,53,51,50,47,1699,1695,1684,1692,45,42,40.5,0.53,6720,35,121,229,0.6,5368,27,136,229
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:12:47Z,sdgp,bmc,53,51,50,47,1704,1694,1689,1692,45,42,40.5,0.53,6744,35,119,228.75,0.6,5368,27,134,229
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:12:58Z,sdgp,bmc,53,51,50,47,1702,1693,1684,1681,45,42.5,40.5,0.54,6720,35,121,228.75,0.61,5368,27,135,228.75
,,0,2024-04-03T09:23:48.45403555Z,2024-05-24T09:23:48.45403555Z,2024-05-24T08:13:09Z,sdgp,bmc,53,51,50,47,1673,1692,1691,1699,45.5,42.5,40.5,0.53,6744,35,120,228.75,0.6,5368,27,135,228.75
