#group,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
#default,_result,,,,,,,,,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,device_id,Chipset2_Temp,Chipset_Temp,Cpu1_Temp,Cpu2_Temp,FAN1,FAN2,FAN3,FAN4,IO_Outlet_Temp,Inlet_Temp,Outlet_Temp,PSU1_CIN,PSU1_FAN,PSU1_Inlet,PSU1_Total_Power,PSU1_VIN,PSU2_CIN,PSU2_FAN,PSU2_Inlet,PSU2_Total_Power,PSU2_VIN
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T13:59:01Z,sdgp,bmc,56,53.5,51.5,48,1704,1695,1704,1693,48,44.5,42.5,0.54,7584,37,124,231.5,0.54,5544,30,123,231.5
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T13:59:13Z,sdgp,bmc,56,53.5,51.5,48.5,1698,1704,1680,1682,48,44.5,42.5,0.54,7616,37,124,231.5,0.54,5544,30,123,231.75
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T13:59:24Z,sdgp,bmc,56,53.5,51.5,48.5,1702,1696,1697,1684,48,44.5,42.5,0.54,7616,37,123,231.75,0.54,5520,30,124,231.75
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T13:59:35Z,sdgp,bmc,56,53.5,51.5,48.5,1675,1692,1687,1696,48,45,42.5,0.54,7616,37,124,231.5,0.54,5544,30,124,232
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T13:59:46Z,sdgp,bmc,56.5,53.5,52,48.5,1671,1697,1690,1701,48,45,42.5,0.55,7584,37,125,231.5,0.55,5544,30,124,231.75
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T13:59:57Z,sdgp,bmc,56.5,53.5,52,48.5,1699,1697,1690,1690,48,44.5,42.5,0.54,7584,37,124,231.75,0.55,5544,30,124,231.75
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:00:08Z,sdgp,bmc,56.5,53.5,52,48.5,1704,1698,1695,1685,48,45,42.5,0.54,7800,37,124,231.75,0.55,5544,30,125,231.75
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:00:20Z,sdgp,bmc,56.5,54,52,48.5,1697,1686,1689,1698,48,45,42.5,0.55,7736,37,125,231.5,0.55,5544,30,124,231.5
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:00:31Z,sdgp,bmc,56.5,54,52,48.5,1698,1691,1677,1691,48,45,42.5,0.55,7888,37,125,231.25,0.55,5520,30,124,231.5
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:00:42Z,sdgp,bmc,56.5,54,52,48.5,1703,1687,1687,1692,48,45,43,0.55,7888,37,125,231.5,0.55,5544,30,124,231.5
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:00:53Z,sdgp,bmc,56.5,54,52,48.5,1671,1703,1682,1690,48,45,43,0.55,7888,37,124,231.5,0.55,5520,30,124,231.75
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:01:04Z,sdgp,bmc,56.5,54,52,48.5,1700,1699,1688,1695,48,45,43,0.55,7888,37,125,231,0.55,5544,30,125,231.25
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:01:14Z,sdgp,bmc,56.5,54,52.5,48.5,1675,1692,1682,1692,48,45,43,0.55,7888,37,125,231.25,0.55,5544,30,125,231.5
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:01:25Z,sdgp,bmc,56.5,54,52.5,49,1671,1691,1689,1697,48,45,43,0.55,7888,37,124,231.25,0.55,5544,30,124,231.25
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:01:37Z,sdgp,bmc,56.5,54,52.5,49,1677,1687,1695,1690,48,45,43,0.55,7888,37,125,231,0.55,5520,30,125,231
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:01:49Z,sdgp,bmc,56.5,54,52.5,49,1706,1693,1678,1697,48.5,45,43,0.55,8008,37,125,231,0.55,5520,30,125,231.25
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:02:01Z,sdgp,bmc,56.5,54,52.5,49,1672,1692,1691,1691,48.5,45,43,0.54,8008,37,123,231,0.54,5544,30,123,231.25
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:02:13Z,sdgp,bmc,56.5,54,52.5,49,1704,1695,1682,1689,48.5,45,43,0.54,7920,37,123,231,0.54,5544,30,122,231
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:02:23Z,sdgp,bmc,56.5,54,52.5,49,1703,1691,1683,1689,48.5,45,43,0.54,8008,37,123,230.75,0.54,5728,30,122,231.25
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:02:35Z,sdgp,bmc,57,54,52.5,49,1670,1692,1686,1698,48.5,45,43,0.54,8128,37,123,230.75,0.54,5608,30,123,231.25
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:02:46Z,sdgp,bmc,56.5,54,52.5,49.5,1697,1689,1702,1681,48.5,45,43,0.54,7976,37,123,230.75,0.54,5664,30,123,231
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:02:57Z,sdgp,bmc,57,54,52.5,49,1698,1708,1694,1695,48.5,45,43,0.54,8064,37,123,231,0.54,5640,30,123,231.25
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:03:08Z,sdgp,bmc,57,54,52.5,49,1702,1702,1694,1694,48.5,45,43,0.54,8096,37,123,231,0.54,5576,30,123,231.25
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:03:20Z,sdgp,bmc,57,54,52.5,49,1675,1698,1692,1684,48.5,45,43,0.54,8128,37,123,231.25,0.54,5640,30,122,231.5
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:03:32Z,sdgp,bmc,57,54,52.5,49,1705,1695,1676,1701,48.5,45,43,0.54,8128,37,123,231,0.54,5640,30,122,231.25
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:03:42Z,sdgp,bmc,57,54,53,49,1700,1692,1682,1688,48.5,45,43,0.54,8096,37,123,231.5,0.54,5664,30,123,231.5
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:03:54Z,sdgp,bmc,57,54,53,49,1676,1688,1687,1693,48.5,45,43,0.54,8128,37,123,231.5,0.54,5664,30,122,231.75
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:04:04Z,sdgp,bmc,57,54,53,49,1702,1700,1692,1694,48.5,45,43,0.54,8128,37,123,231.25,0.54,5760,30,122,231.25
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:04:15Z,sdgp,bmc,57,54,53,49,1671,1699,1681,1691,48.5,45,43,0.54,8160,37,123,231.25,0.54,5664,30,122,231.25
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:04:26Z,sdgp,bmc,57,54,53,49,1698,1697,1682,1683,48.5,45,43,0.54,8128,37,123,231.25,0.54,5608,30,122,231.5
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:04:37Z,sdgp,bmc,57,54,53,49,1671,1690,1685,1697,48.5,45,43,0.54,8128,37,124,231,0.54,5608,30,122,231.25
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:04:50Z,sdgp,bmc,57,54,53,49,1705,1696,1690,1693,48.5,45,43,0.54,8128,37,123,231.25,0.54,5728,30,123,231.5
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:05:01Z,sdgp,bmc,57,54,53,49,1698,1686,1690,1697,48.5,45,43,0.54,8128,37,123,231.25,0.54,5640,30,122,231.75
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:05:12Z,sdgp,bmc,57,54,53,49,1673,1693,1681,1680,48.5,45,43,0.54,8128,37,123,231.25,0.55,5784,30,123,231.5
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:05:23Z,sdgp,bmc,57,54,53,49,1695,1709,1678,1696,48.5,45,43,0.56,8160,38,128,231,0.6,5784,30,135,231
,,0,2023-08-01T14:29:49.270668374Z,2023-09-21T14:29:49.270668374Z,2023-09-21T14:05:34Z,sdgp,bmc,57,54,53,49,1671,1698,1694,1684,48.5,45,43,0.58,8304,38,134,231,0.66,5816,30,148,231
