#group,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
#default,_result,,,,,,,,,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,device_id,Chipset2_Temp,Chipset_Temp,Cpu1_Temp,Cpu2_Temp,FAN1,FAN2,FAN3,FAN4,IO_Outlet_Temp,Inlet_Temp,Outlet_Temp,PSU1_CIN,PSU1_FAN,PSU1_Inlet,PSU1_Total_Power,PSU1_VIN,PSU2_CIN,PSU2_FAN,PSU2_Inlet,PSU2_Total_Power,PSU2_VIN
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:01:21Z,sdgp,bmc,53,50.5,47.5,44.5,1700,1692,1697,1695,45.5,42,40.5,0.49,6720,35,111,230.75,0.51,5544,28,116,231
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:01:32Z,sdgp,bmc,53,51,47.5,44.5,1699,1696,1677,1693,45.5,42,40.5,0.48,6720,35,109,230.5,0.5,5520,28,113,230.75
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:01:43Z,sdgp,bmc,53,51,47.5,44.5,1675,1701,1683,1684,45.5,42,40.5,0.48,6720,35,110,230.75,0.5,5520,28,114,230.75
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:01:54Z,sdgp,bmc,53,51,47.5,45,1702,1683,1681,1697,45.5,42,40.5,0.53,6688,35,119,230.25,0.55,5520,28,124,230.5
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:02:04Z,sdgp,bmc,53,51,47.5,45,1700,1688,1681,1684,45.5,42,40.5,0.57,6688,35,129,230.5,0.62,5544,28,139,230.25
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:02:15Z,sdgp,bmc,53,51,47.5,45,1673,1691,1678,1705,45.5,42.5,40.5,0.59,6688,35,135,230.5,0.64,5520,28,143,230.5
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:02:27Z,sdgp,bmc,53,51,48,45,1702,1695,1673,1695,45.5,42,40.5,0.6,6688,35,136,230.25,0.66,5544,28,148,230.25
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:02:38Z,sdgp,bmc,53,51,48,45.5,1672,1696,1685,1687,45.5,42.5,40.5,0.54,6720,35,124,230.75,0.61,5544,28,140,230.75
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:02:51Z,sdgp,bmc,53,51,48.5,45.5,1702,1688,1690,1684,45.5,42.5,40.5,0.54,6720,35,121,230.5,0.61,5520,28,137,230.5
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:03:03Z,sdgp,bmc,53,51,48.5,46,1705,1693,1692,1696,45.5,42.5,40.5,0.53,6744,35,121,230.5,0.6,5544,29,135,230.75
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:03:15Z,sdgp,bmc,53,51,48.5,46,1675,1682,1685,1686,45.5,42.5,40.5,0.55,6720,35,125,231,0.62,5544,28,140,230.75
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:03:26Z,sdgp,bmc,53,51,49,46,1706,1694,1691,1684,45.5,42.5,40.5,0.59,6688,35,136,230.75,0.66,5544,28,150,230.75
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:03:38Z,sdgp,bmc,53,51,49,46.5,1672,1697,1696,1686,45.5,42.5,40.5,0.6,6720,35,136,230.75,0.67,5544,28,150,230.75
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:03:49Z,sdgp,bmc,53.5,51.5,49.5,47,1698,1685,1687,1692,45.5,43,41,0.59,6688,36,135,230.75,0.66,5544,28,149,230.5
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:04:00Z,sdgp,bmc,53.5,51.5,49.5,47,1671,1688,1680,1688,45.5,43,41,0.6,6688,36,136,230.75,0.67,5544,28,151,230.75
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:04:11Z,sdgp,bmc,53.5,51.5,50,47.5,1697,1691,1700,1699,45.5,43,41,0.59,6720,36,135,230.5,0.67,5544,28,150,230.25
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:04:21Z,sdgp,bmc,53.5,51.5,50,47.5,1700,1692,1679,1685,45.5,43,41,0.59,6720,36,135,230.5,0.67,5544,28,150,230.75
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:04:32Z,sdgp,bmc,53.5,51.5,50.5,48,1701,1691,1687,1687,45.5,43,41,0.59,6720,36,136,230.5,0.67,5544,28,150,230.5
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:04:43Z,sdgp,bmc,53.5,51.5,50.5,48,1676,1707,1690,1681,45.5,43,41,0.6,6688,36,136,230.5,0.67,5520,28,151,230.75
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:04:54Z,sdgp,bmc,53.5,52,51,48.5,1697,1702,1693,1691,45.5,43.5,41,0.6,6720,36,137,230.25,0.67,5520,28,150,230.5
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:05:05Z,sdgp,bmc,53.5,52,51,48.5,1699,1691,1691,1684,45.5,43.5,41,0.59,6688,36,136,230.5,0.67,5544,29,151,230.75
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:05:16Z,sdgp,bmc,54,52,51,48.5,1672,1691,1691,1692,45.5,43.5,41,0.6,6720,36,136,230.75,0.67,5544,29,151,230.75
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:05:26Z,sdgp,bmc,54,52,51.5,49,1698,1691,1683,1683,45.5,43.5,41,0.6,6960,36,136,230.5,0.67,5544,29,151,230.5
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:05:37Z,sdgp,bmc,54,52,51.5,49,1704,1689,1677,1691,45.5,43.5,41.5,0.59,6984,36,136,231,0.67,5520,29,151,230.75
,,0,2023-06-12T13:17:34.089742779Z,2023-08-02T13:17:34.089742779Z,2023-08-02T13:05:48Z,sdgp,bmc,54,52,51.5,49.5,1671,1695,1678,1681,45.5,43.5,41.5,0.6,6984,36,137,230.25,0.67,5544,29,152,230.25
