#group,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
#default,_result,,,,,,,,,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,device_id,Chipset2_Temp,Chipset_Temp,Cpu1_Temp,Cpu2_Temp,FAN1,FAN2,FAN3,FAN4,IO_Outlet_Temp,Inlet_Temp,Outlet_Temp,PSU1_CIN,PSU1_FAN,PSU1_Inlet,PSU1_Total_Power,PSU1_VIN,PSU2_CIN,PSU2_FAN,PSU2_Inlet,PSU2_Total_Power,PSU2_VIN
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:39:43Z,sdgp,host,16969217,557353665,18375494,631980651,38529125,689788996,7448577,2428180418,15970873,463793316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.3,19674,2490412006,5888353,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,852872,984569715,0,0,0,1.12,0.48,0.71,3.72,5355,61.8,59.8,62.1,59.8,61.7,59.9,62.1,60.8,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:39:51Z,sdgp,host,25665602,496999650,15154271,481419109,9042105,527686062,3906464,2149295894,29822053,483023882,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,2,2.02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,1.98,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,5,0.4,898,2153057373,4611105,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,92607,1083898225,0,0,0,1.1,0.48,0.72,3.72,769,61.5,59.7,62,59.8,61.7,59.9,62.2,60.6,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:39:59Z,sdgp,host,2828225,94798259,2873749,89174674,2669995,108574303,633502,906730826,2333580,73289688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.3,754,993561454,278627,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,45857,115200614,0,0,0,1.18,0.49,0.75,3.72,528,61.6,59.7,62.1,59.7,61.6,59.8,62,60.6,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:40:07Z,sdgp,host,3261766,366504887,2690916,270440883,1606900,271658798,2726145,1510168865,3751359,439759571,0,0,3.92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,3.96,3.96,0,0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,3.03,1.98,5,7,1.98,4,4,0,0,0,0,0,0,0,0,0,30.93,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1.9,746,1507816963,407986,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,59938,1062384023,0,0,0,1.3,0.51,0.79,3.73,96,61.8,60.2,62.2,59.8,61.8,59.9,62.2,60.8,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:40:15Z,sdgp,host,7108787,1673268010,6733077,1663935611,7037569,1541116476,9787545,3085929900,6973304,1681525339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.1,517,3058748127,1168461,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,103476,4086432545,0,0,0,1.48,0.53,0.84,3.71,143,62,59.8,62.2,59.9,61.8,59.9,62.1,60.8,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:40:23Z,sdgp,host,11462421,676192709,7016598,782077181,3089930,761963457,5650217,2256494940,12518196,637447687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.48,0,0,0,0,0,0,1,0,0,0,7,0.7,912,2289087667,744414,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,76252,1739768166,0,0,0,1.52,0.54,0.86,3.72,1085,62,59.9,62.3,59.8,62.3,60.2,62.3,60.8,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:40:31Z,sdgp,host,5766844,1224873313,5236974,1203989748,4666610,1121084405,7203457,2445394402,5750336,1186052679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1,561,2438066317,885476,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,71334,2864422824,0,0,0,1.44,0.54,0.87,3.71,143,61.8,59.8,62.2,59.9,61.9,60,62.2,60.6,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:40:38Z,sdgp,host,17521688,456885399,18304187,462795873,12958500,707718913,9485255,3187241217,19754213,486262631,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,13.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0.3,2368,3110712599,3313119,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,384348,1409136396,0,0,0,1.4,0.55,0.87,3.73,22029,62,59.9,62.3,60,62,60,62.2,60.8,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:40:46Z,sdgp,host,13286232,1237375673,11586840,1341313045,5143536,1290705671,8485991,2790537548,12010312,1300660813,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,1.98,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0.99,0,0,0,0,0,0,0,0,0,0,42.86,17.17,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.3,662,2867209640,989045,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,105525,3351066940,0,0,0,1.34,0.55,0.87,3.72,1021,62,60.3,62.4,60,61.9,60,62.2,60.8,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:40:54Z,sdgp,host,14946999,1000637140,13666376,999765980,31988327,942000097,9720792,2904564024,15924065,990133277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.1,18917,2852158675,4508118,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,584959,2210910687,0,0,0,1.31,0.56,0.88,3.73,58,62,59.8,62.3,59.9,62.5,60.1,62.3,60.8,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:41:02Z,sdgp,host,6617118,1675777489,6660160,1667689362,6635842,1528152786,9435461,3055168503,6779229,1684071034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,1.1,410,3069430931,1230725,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,105116,4036929175,0,0,0,1.34,0.57,0.9,3.73,4,61.9,59.9,62.3,59.9,62,60.1,62.2,60.8,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:41:10Z,sdgp,host,4758660,265692694,3486136,302447410,761759,310452877,2131565,1402448902,4850497,284452353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,1,0,30.3,33.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.2,850,1571886043,300385,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,48452,725071226,0,0,0,1.36,0.58,0.92,3.73,909,61.9,59.8,62.3,59.9,62.2,60.6,62.3,60.8,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:41:18Z,sdgp,host,7717345,1639966693,7321809,1627765067,6544666,1517659723,9730799,3055600509,7737120,1662061766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,402,3040057271,1144654,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,93699,4001879104,0,0,0,1.41,0.58,0.94,3.74,4,61.9,60,62.3,60.1,62,60,62.3,60.8,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:41:25Z,sdgp,host,7280190,347001350,10342449,321587287,3106238,375417385,2588427,1525600828,4763237,418364582,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.21,0.99,14.85,1.01,5.05,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,978,1556889368,512315,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,63683,1110425725,0,0,0,1.27,0.58,0.92,3.72,1010,62.1,60,62.4,60,62,60.1,62.3,60.9,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:41:33Z,sdgp,host,14065243,1555949778,14368680,1478561811,34231032,1374571981,11466441,4040552065,14495742,1642658667,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1,15866,3984796727,5456024,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,640926,3798920106,0,0,0,1.33,0.59,0.94,3.72,9,62,59.8,62.3,59.9,62,60,62.3,60.9,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:41:41Z,sdgp,host,10537627,669753278,7660667,813363050,4525247,853665030,5310511,2356682430,12294769,590284079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.99,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.4,953,2318162718,1025140,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,159434,1669674007,0,0,0,1.2,0.59,0.93,3.72,3728,62.1,59.9,62.4,60,62.7,60.3,62.4,60.8,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:41:49Z,sdgp,host,6404271,1400502901,5983960,1408229561,5683330,1285505878,8353320,2927401760,6355245,1434263428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0.99,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,505,2859704314,1021719,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,88498,3477623875,0,0,0,1.18,0.59,0.93,3.71,6,62,60,62.4,60,62,60.1,62.3,61,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:41:57Z,sdgp,host,5731179,318640881,2904142,317003604,1462169,340154426,2922249,1489144842,6958431,277756116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,2,1,1,0.99,1,0,2.94,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1.8,954,1594480625,537769,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,72984,773612564,0,0,0,1.16,0.6,0.93,3.72,950,61.9,60.1,62.5,60.1,62.6,60.4,62.3,60.9,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:42:05Z,sdgp,host,6516386,247057303,6124890,191311690,7180076,182977116,2408497,1455640114,6236904,253617319,0,0,0.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,3.92,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,5.05,0,2.04,6.86,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,1,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,4629,1460116246,801753,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,183086,427658371,0,0,0,1.21,0.61,0.95,3.71,28,61.8,60,62.4,60,61.9,60.1,62.4,60.9,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:42:12Z,sdgp,host,1766176,38042712,1742053,39727581,1051840,72721363,388170,1030074051,1869841,43678547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0.3,424,1027682530,183696,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,50681,96344903,0,0,0,1.11,0.6,0.93,3.72,4,62,59.9,62.3,60,62,60,62.3,60.9,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:42:20Z,sdgp,host,2007131,50542178,2088053,48551386,1399235,68609194,522128,1093449022,2541679,58010306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.3,792,1101386461,364815,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,50263,153711122,0,0,0,0.94,0.6,0.9,3.71,241,61.9,59.9,62.4,60,61.9,60,62.3,60.8,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:42:28Z,sdgp,host,2101147,44807799,1919019,45894014,1106236,53768254,378614,883700383,2025035,49294728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,728,852960284,117611,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,33036,91334139,0,0,0,0.94,0.6,0.9,3.71,4,61.8,59.9,62.3,60,61.9,60,62.3,60.9,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:42:36Z,sdgp,host,1571582,36176810,1495752,38632955,1188112,92007107,705575,955373199,1818583,41094667,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,36.73,0,16.33,5.05,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.3,776,973402005,368646,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,60010,137084915,0,0,0,0.8,0.59,0.87,3.7,222,61.9,59.9,62.3,59.9,61.9,60.1,62.3,60.7,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:42:44Z,sdgp,host,14860636,364768077,14160626,347205290,34183949,441291267,6752363,2448194684,14861850,401318021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.2,19522,2472924354,5673130,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,642561,1000322319,0,0,0,0.81,0.59,0.88,3.71,59,61.8,59.9,62.3,59.9,61.9,59.9,62.2,60.8,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:42:51Z,sdgp,host,1928124,41137744,1557876,39161152,596539,66499772,563538,1077635842,2175554,49649351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0.99,0,0,0,0,0.98,0,0,0,0,0,0.99,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,682,1091786647,105740,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,49002,109117292,0,0,0,0.69,0.59,0.85,3.72,4,61.9,59.8,62.3,59.9,62,59.9,62.2,60.9,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:42:59Z,sdgp,host,1905972,40368471,1489146,34932767,975837,63972528,519645,927394149,1912427,43347888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,413,960464857,124512,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,43870,104760623,0,0,0,0.63,0.58,0.83,3.72,5,62,59.9,62.3,60,61.9,60,62.2,60.8,59,0,0
,,1,2023-06-09T08:43:18.940243154Z,2023-07-30T08:43:18.940243154Z,2023-07-30T08:43:07Z,sdgp,host,1930332,49278585,2201640,51683039,1299746,83855431,521697,1083516064,2005493,44520224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3,501,1083105610,317326,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,51514,105125328,0,0,0,0.54,0.58,0.8,3.7,223,62,59.8,62.2,59.9,61.9,60,62.2,60.8,59,0,0
