#group,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
#default,_result,,,,,,,,,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,device_id,Chipset2_Temp,Chipset_Temp,Cpu1_Temp,Cpu2_Temp,FAN1,FAN2,FAN3,FAN4,IO_Outlet_Temp,Inlet_Temp,Outlet_Temp,PSU1_CIN,PSU1_FAN,PSU1_Inlet,PSU1_Total_Power,PSU1_VIN,PSU2_CIN,PSU2_FAN,PSU2_Inlet,PSU2_Total_Power,PSU2_VIN
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:47:18Z,sdgp,host,95332863,2172547150,95747131,2155493932,12120221,5362109094,12050053,140907002089,96155851,2244249142,0,0,100,100,100,0,1.96,0,0,0,0,100,100,100,100,100,0,100,100,0,0,0,100,100,0,49,100,0,0,0,100,0,100,0,100,100,0,100,1,0,100,0,100,100,100,0,100,0,100,100,0,100,100,0,100,100,100,0,0,0,100,0,100,100,0,0,100,100,100,0,100,100,100,100,100,0,100,0,0,0,100,0,0,100,0,100,0,100,0,100,0,1,0,100,100,0.99,1,100,100,0,1,0.99,0.99,100,100,100,0,1.98,6,0,0,72.28,100,100,100,100,100,0,100,0,0,0,0,100,1,100,71,0,28,50.8,942,138685238955,24041652,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2751785,10839685328,0,0,0,54.93,14.72,21.54,9.94,1350458,68.4,66,68.6,65.4,67.6,66.7,67.9,66.9,57
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:47:29Z,sdgp,host,89111002,2086722300,90875865,2111855283,12270679,5450013879,11787236,141258492651,91863869,2146735778,0,0,100,100,100,1,100,0,0,100,0,0,100,100,100,100,0,100,100,0,0,0.99,100,73,0,15,100,100,100,0,0,0,100,0,100,100,0,0,1.96,0,100,34,100,100,100,0,0,0,100,100,0,100,100,100,0,100,100,100,0,0,0,100,100,100,0,0,100,100,100,0,100,100,100,100,100,0,100,0,0,0,100,66,0,100,0,100,0,0,0,100,0,0,0.99,100,100,100,0,100,100,0,0,0,0.99,100,100,100,0,0.99,0,0,0,56.44,100,100,100,100,100,0,0,100,0,0,0,96,28,31,0,0,6,51,924,138784715880,24577309,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2966527,10850829524,0,0,0,57.02,15.51,23.64,11.12,1347689,68.7,66.6,69.3,65.9,68.3,67.3,68.5,67.4,57
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:47:40Z,sdgp,host,94717871,2160908969,89646620,2090203981,12407500,5451680812,12003623,141429569856,97537047,2247737186,0,0.99,100,0,100,0,100,0,0,100,29,0,100,0,100,100,0,100,100,0,0,2.94,100,0,0,100,100,0,100,0,0,0,100,100,100,100,0,100,1,1,42,0,100,100,100,0,0,0,100,100,0,100,100,100,0,100,100,100,100,1,0,0,100,100,0,0.99,100,100,100,0,100,100,100,58,100,0,100,0,0,0,0,100,100,100,0,100,0,0.99,0,100,1,0,0,100,100,100,0,100,100,0.99,0,0,20.79,100,100,100,0.99,0,0,0.99,0,100,100,100,100,100,0,0,100,100,8,0,0,100,100,100,0,0,16,50.5,833,139206938567,23920932,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2805836,11068748879,0,0,0,58.16,16.04,24.98,10.02,1352127,69.5,66.9,69.7,66.3,69,67.8,68.9,67.8,57
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:47:50Z,sdgp,host,89372306,2115883470,92529342,2143433630,12001580,5461771938,11635899,140221120038,91603315,2130598342,0,0,100,0,100,0.99,0,63.54,0,38,0,0,100,0,100,100,1.01,0,100,0,0,100,100,100,0,100,100,100,100,0,0,0,0,100,100,100,100,13.27,14.58,0,9,100,100,100,0,53,47,0,100,100,0,100,100,0,91,100,0,12,100,88,0,0,100,100,0.99,0,100,100,100,0,100,100,100,100,100,0,100,0,0,0,66.67,100,100,1,0,100,0,1,35,100,0,0,0,100,100,100,0,100,100,0,0,0,20.2,100,100,100,0,82.18,100,0,0,0,17,100,100,62,100,0,0,100,7.92,0,0,100,0.99,100,100,100,5,50.7,750,138296610090,24692772,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2833339,10832030906,0,0,0,59.06,16.55,26.27,10.17,1345064,69.9,67.2,70.4,66.9,69.5,67.6,69.6,68.4,57
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:48:00Z,sdgp,host,109331313,2226581023,109049380,2227374060,16037454,5322041483,15135213,145051404120,108486795,2254036073,100,22.22,100,0,100,0,1.01,67.02,0,0,0,100,100,0,100,100,100,1,3,3,4.08,100,100,6.06,0,0,0,100,100,100,0,0,94,100,100,100,0,29.9,0,9.18,2.11,100,100,100,100,100,0,100,0,100,0,100,18,82,100,5.05,77,19.19,100,18.18,100,5.05,100,39.39,22.77,0,100,100,100,1,100,100,100,100,100,0,100,0,0,0,100,100,100,16,20.62,9,14,14.29,23.23,100,0,0,11,100,100,100,0,100,100,0,0,0,9,100,100,100,0,0,100,0.99,0,0,100,100,100,100,100,0,0,0,0,100,0,100,100,0,100,100,197,51.4,1818,142521888107,23630222,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2723119,10718674298,0,0,0,59.82,17.06,27.51,10.26,1324257,70.6,68.2,70.8,67.9,69.7,68.5,70,68.8,57
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:48:11Z,sdgp,host,96685781,2137357804,92830996,2106492985,13120059,5274868826,14680034,143342546811,103328811,2255438076,6.67,2,100,2.02,100,0,91.92,52.04,0,0,0,63,100,0,100,100,100,100,100,6.06,0,1,8.08,2,0,0,0,100,100,0,0,100,100,100,100,100,45,0,9.9,21.21,100,23.76,100,100,100,69,100,100,90.91,100,0,65,0,0,3.03,4,11.11,19,1.02,12.12,15,2.02,100,0,0,0,100,100,100,100,100,100,100,100,100,0,100,0,0,0,77,100,0,0,100,100,100,100,34.65,100,0,0,0,100,100,100,100,100,100,0.99,0,0.99,2,100,100,100,0,0,0,0,0,100,100,100,100,46,100,100,0,0,0,100,0,100,100,1.01,18.37,100,73,53,1664,140907161944,23163176,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2753913,11123882295,0,0,0,60.69,17.58,28.76,10.66,1329912,70.9,68.5,71.7,68.3,70,68.5,70.5,69.2,57
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:48:22Z,sdgp,host,104729784,2274536456,99298159,2193240333,14555102,5424627539,13770795,142246050797,104395257,2303860092,2.17,3,100,1,100,0,0,4,0,7,0,100,100,80,100,100,100,100,0,100,3,0,2.97,100,0,4,1,9,0,100,1.98,100,100,0,0,100,11.22,30,13.86,100,0,100,100,100,100,100,100,0,32.67,67.68,100,100,0,0,100,100,100,43.43,76,0.99,0,0,100,0,0.99,0,100,100,0,100,100,100,96.04,100,100,100,0,0,0,0,100,79,1.02,0,4.04,100,18.18,100,21.21,0,0,0,0,100,100,100,100,100,100,29,100,4.95,3,0,100,100,100,58.59,0,0,41.58,66.34,95.05,100,100,0,100,27.27,100,0,0,100,0,100,100,100,0,12.37,65,52.1,1122,139567962816,23225300,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2614725,10828809191,0,0,0,61.43,18.09,29.97,10.46,1328624,71.3,69.1,72,69.1,70.6,69.4,70.9,69.5,58
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:48:32Z,sdgp,host,104108121,2248871089,103186549,2224029196,13841857,5498300593,13756545,143266604711,103162313,2260644844,1.12,0,100,1.01,100,0,17,0,100,0,0,0,100,100,100,100,100,100,0,100,0,0,100,0,0,12.87,100,100,0,100,0,0,100,0,0,100,25.25,26,100,100,11,15,100,100,100,100,100,100,61.62,0,100,65,2,1.01,89.11,100,90.91,69.7,1,1,0,0,100,58.42,0,46.46,100,100,20.79,100,100,100,100,69,100,100,0,73,28.28,0,56,19.39,1.01,3,100,2,4.04,4.04,8.08,0,6.06,0,0,100,100,100,100,100,100,100,94.06,6,0,0.99,0.99,100,72.73,0,0,0,0,87,100,100,100,0,21.78,100,0,100,0,100,61,100,100,100,0,0,74,52.1,1353,140931850311,24532155,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2821592,10897076773,0,0,0,62.06,18.6,31.14,10.72,1332484,71.9,69.6,72.5,69.4,71.3,69.8,71.1,70.3,58
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:48:43Z,sdgp,host,97188983,2191889818,95203230,2140680060,13623913,5259740945,14109877,142011237111,98789757,2232313321,63.16,100,100,12.24,1,100,0,0,100,0,0,0,100,100,100,100,38,100,0.99,100,0,0.99,0,100,0,0,100,100,0,0,0,0,100,1,0,100,3.09,16.5,46.32,100,15.62,100,100,100,100,100,4,100,13.86,1.01,100,1.01,100,1,87.13,86,100,0,100,1.01,0,0,0,82,1.01,0.99,100,100,20,100,100,100,6,71.57,100,100,0,0,100,0,54,100,0,2.02,100,100,0,1,0,0,7,0,0,100,100,100,100,100,100,93.14,1,0,0,100,68.32,100,39,0,0,0.99,0,100,100,100,100,25.25,0,100,0,0.99,75.25,100,100,100,100,100,0,100,60,51.2,1176,139183194056,23319707,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2663739,10965244482,0,0,0,62.82,19.12,32.32,10.74,1340040,72.1,69.5,72.9,69.4,71.7,70.4,71.5,70.8,58
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:48:53Z,sdgp,host,99684743,2189666537,98956349,2206224371,14506671,5610935276,14005140,143332615547,100488720,2244405291,0,0,100,1,1.98,100,42,0,0,0,0,100,100,100,100,100,0,100,100,100,13,0,1,100,0,100,100,100,100,0,0,0,0,100,0.99,100,100,2.94,1,0,0,100,0,100,100,0,0,100,0,0,100,100,100,100,100,100,0,100,0,0,100,0,0,100,3,0,100,100,0.99,100,100,0,100,100,100,100,0,0,100,0,100,100,0,56,100,100,0,46.46,0,32.67,40.4,7.07,97,100,100,100,100,100,100,3,100,100,2.02,0.99,0.99,100,0,0.99,0,100,0,0,0,100,100,100,19.19,0,80.2,0,0,0,100,100,74.26,83.84,15.46,0,65,51.6,1116,141452155392,25319772,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2945565,11176301373,0,0,0,63.24,19.62,33.42,10.57,1350521,72.4,69.9,73.1,69.3,72,70.8,71.9,71.2,58
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:49:03Z,sdgp,host,103302722,2134507412,107700939,2218899233,16303254,5470525138,13308251,143657222990,103699432,2184829475,75.26,0,100,16.16,7.14,100,7,0,0,0,100,100,100,0,100,100,100,100,100,0,100,0.99,0,0,100,0,100,100,100,0,0,0,0,0,100,100,2,1,7.92,29.7,1,100,100,100,100,77,10.1,0,100,0,100,100,100,63.37,73.27,100,78,0,0,100,0,0,26,100,0.99,0,100,100,0,23.76,100,54,74.26,100,100,100,0,0,100,0,67.33,36.63,37,100,100,94,10.1,0,0,0,0,100,0,100,100,100,100,100,100,72.28,100,1.98,2,0,29.59,100,0,1,0,0,0,100,100,100,100,100,100,0,100,1.01,2,0,0,100,19.8,9.18,100,26,51,51.3,979,140876225931,24553583,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2919439,10959250378,0,0,0,63.98,20.14,34.56,10.65,1332613,72.8,70.1,73,69.5,72.5,71,72.1,71.5,58
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:49:14Z,sdgp,host,98107509,2201883765,95687370,2144095101,14011184,5442997411,13807353,143647094216,101219470,2256286557,0,0,100,0,0,100,50,100,2.02,0,100,0,81,0,100,100,24,100,0,0,76.24,0,100,100,100,67.33,9.18,27.27,34.65,100,18,21.21,5,0,0,100,0,1.96,1,0.99,0,100,100,100,100,0,0,0,100,0,100,100,100,100,100,100,100,0,0,100,0,0,0,100,1,0,100,100,0.99,100,100,0,100,100,100,100,0,0,100,0,0,100,0,100,100,100,100,6.06,0,1,0,100,14.85,0,100,100,100,100,100,0,0,1,67.33,100,56.44,100,100,0,0,11,100,100,100,100,100,21,100,0,50.5,100,0,0,0,100,86,2.02,100,0,56,51.7,1118,141562387038,24248576,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2795398,11066071490,0,0,0,64.3,20.63,35.59,9.89,1342384,72.9,70.7,73.4,70.1,72.8,71.1,72.6,71.8,58
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:49:24Z,sdgp,host,94706751,2162112305,91346490,2090435066,13440461,5193597958,11927894,139966814937,95001842,2207944815,0,0,100,0,0,100,100,100,100,100,0,0,0,4,35.64,100,100,100,100,5.94,0,0,0,100,0,55.45,39.6,20.2,6,100,6,18.18,24.49,100,0,100,100,0,0,0,0,0,100,100,100,100,100,0,100,0.99,100,100,0,0,100,100,28.28,100,0,1.98,0,72,0,100,1,0,100,0,0,100,100,0,100,100,100,100,0,0,100,0,53.47,100,100,46,100,100,0,0,0,0,0.99,0,0,100,100,100,100,100,100,0.99,100,0,100,1,32.32,100,95.05,79.8,10,0,23,100,100,100,100,100,100,100,100,64.65,0,0,0,0,0,100,100,0,27,52.1,1215,136864852611,22897592,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2489062,10733847756,0,0,0,64.74,21.36,37.1,10.2,1340785,73,70.9,73.5,70.9,73,71.9,72.9,72.1,58
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:49:35Z,sdgp,host,102232691,2087940669,99588250,2040529964,12435810,5139051257,11540204,141259116169,103297833,2123592186,0,100,100,93,0,0,100,0,100,100,0,0,100,100,0,100,100,100,100,100,0,0,0,0,0,87,0,100,68.32,3,2,100,47,100,0,100,0,0,0,100,1,0,100,100,100,100,100,0,100,0,100,0,0,0,100,100,0,100,0,100,0,0,100,100,1,0.99,100,0,0,100,100,1,100,100,100,100,0,0,100,0,0,100,0,100,100,100,100,0,0,0,0,0.99,0,100,100,100,100,100,100,100,0,1,0.99,100,100,1.96,0,0,14.14,0,0,100,100,100,100,100,100,0,100,100,0,55.45,0,1,53,0,100,7,20,50.8,891,138654178361,22545812,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2624010,10550308769,0,0,0,64.77,21.83,38.02,11.18,1317010,73.4,71.1,74.2,71.3,72.9,72.3,73.2,72.5,58
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:49:46Z,sdgp,host,94772794,2902654147,92327853,2887197500,14775162,5907093848,16987597,141884300454,99004155,3058922195,0,0,0,0,100,0,100,0,0,0,0,100,100,0,100,100,100,100,0,0,100,0,0,100,100,79,0,100,0,0,100,0,100,0,100,100,57,39.6,0,0.99,0.99,43,61,100,100,100,100,100,1,100,0,0,0,1.96,0,0,100,100,100,0,0,100,100,0.99,100,100,100,0,0,100,100,100,100,100,100,0,0,0,100,0,0,100,0,100,100,0,0,100,100,0,0,0,0,100,100,100,100,100,100,100,28.71,1,1,1,71.72,100,100,0,100,0.99,0,0,100,100,100,100,100,0,100,100,0,0,0,0,100,100,0,0,25,50.3,793,139241483490,23204702,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2693547,13100548848,0,0,0,65.04,22.31,38.96,10.96,1337249,73.7,72.1,74.4,71.7,73.2,72,73.5,72.1,58
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:49:56Z,sdgp,host,100688575,3352276280,102284931,3349262396,16575355,6584175450,19131067,143976668622,103379140,3434805996,0,0,0,0,0,0,100,100,0,0,0,100,29.7,0,100,100,100,100,0,100,0,0,0.99,100,0,93.07,66.34,21.43,0,100,0,100,1.98,0,100,100,0,0,100,100,0,0,0.99,100,100,100,0,100,0,100,56,0,45,0,100,0,0,100,100,100,0,0,100,0,0,0,100,100,100,100,100,100,100,100,100,0,0,0,100,0,100,30,0,100,100,0,0,70.3,100,11.88,100,0,0,0,100,100,100,100,100,100,100,0,0,0,100,0,100,7,2,0,0,98.02,33.66,100,100,71,100,100,100,100,22,0,0,0,66.34,100,100,0,11,50.2,1051,142275571632,25588081,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,3058761,14037533249,0,0,0,65.04,22.77,39.81,10.66,1337851,74.3,72.1,74.6,71.9,73.6,72.5,73.5,72.3,58
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:50:06Z,sdgp,host,102967160,2245049071,103003307,2227768176,17023838,5507878479,13139862,141623030071,103771444,2309437140,0,100,100,0,0,0,0,0,0,0,0,100,100,0,100,100,30,100,0,0,100,0,0,100,0,100,100,8,100,100,7.07,1,1,100,100,100,60,0,0,0,1.98,40,94,100,100,0,100,100,0,89.11,0,0,100,1,0,100,0,100,100,0,100,0,100,0.99,0,0,100,100,100,100,100,100,100,100,45,55,0.99,0,100,0,16,100,0,0,100,0,0,100,100,6,0,0,0,100,100,100,100,100,100,100,14.85,100,100,0.99,0,0.99,0,28,100,27.72,0,0,100,100,100,94,1.96,0,100,0,0,0,100,100,100,100,0,100,34,50.7,1109,140037157312,25373597,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2890581,11118325770,0,0,0,65.18,23.23,40.68,10.13,1332000,74.3,72,75,72.1,73.7,72.8,73.9,72.9,58
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:50:17Z,sdgp,host,101811837,2318082494,100901378,2351669604,32160614,5561707883,14334182,143630155895,103231532,2315219558,0,100,100,0,100,0,0,100,0,0,0,0.99,100,100,100,100,0,100,100,100,0.99,1.01,100,0,0,29.29,100,100,53,4.08,0,100,31.68,0,100,100,0,0,0,0,1,100,100,100,100,100,100,0,100,0,0,0,100,0.99,71.29,100,0,100,0,100,0,29,19,0,100,0,0,100,100,100,100,0,100,81.19,0,100,0,0,100,100,100,0,0,100,100,100,0,100,0,16,0,0,100,1.96,100,100,100,100,0,100,100,100,2.97,5.94,100,1,0,0,0,0,0,89.11,100,100,100,4.95,84.16,0,100,100,95.05,0.98,0,0,0,100,0,100,30,50.7,9688,141388213189,26192121,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,3088904,11019999865,0,0,0,65.23,23.68,41.49,11.49,1327211,74.5,72.5,75.2,72.3,73.5,72.9,74.1,72.8,58
,,1,2023-05-31T07:50:28.79207691Z,2023-07-21T07:50:28.79207691Z,2023-07-21T07:50:28Z,sdgp,host,102787549,2416619711,100858329,2369913394,40284162,5707585965,16489147,144093033202,104912049,2453128650,0,100,100,0,0,0,0,100,0,100,0,0,0,100,100,100,100,0,100,100,0,0,100,0,0,83,100,100,97.03,4.95,3.12,2,3.06,0.99,100,100,0,0,0,0,100,100,100,100,100,100,100,0,0,100,0,0,100,0,100,79,21,100,0,0,100,0,0,0.99,100,0,0,100,100,100,100,0,100,0,0,100,0,0,100,100,100,0,100,0,100,100,100,0,0,22,0,0,100,13,100,100,100,100,0,100,91,100,9.09,0,100,0,0,100,0,0.99,0,0,100,100,100,79,0,0,100,0,0,16.83,100,100,87,100,0,100,19,50.7,20689,141683362565,27616873,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,3231167,11498544031,0,0,0,65.27,24.13,42.29,10.95,1360720,74.6,72.8,75.6,72.9,74.1,73,74.3,73.1,58

